assists,faceoffWinPctg,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,playerFirstName,playerId,playerLastName,playerName,playerPositionCode,playerTeamsPlayedFor,plusMinus,points,pointsPerGame,ppGoals,ppPoints,seasonId,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,timeOnIcePerGame
8,0.4504,0,67,5,0,27,Petteri,8471229,Nokelainen,Petteri Nokelainen,C,"ANA, PHX",-9,13,0.194,0,2,20092010,0,1,17.0895,0.0568,88,737.2686
0,0.0,0,2,0,0,2,Wes,8471327,O''Neill,Wes O''Neill,D,COL,1,0,0.0,0,0,20092010,0,0,16.0,0.0,1,583.0
23,0.4109,4,68,24,0,30,Alexander,8470257,Steen,Alexander Steen,L,STL,6,47,0.6911,7,16,20092010,2,2,22.397,0.1269,189,976.5735
7,0.0,0,42,1,0,14,Davis,8474518,Drewiske,Davis Drewiske,D,LAK,-4,8,0.1904,0,0,20092010,0,0,18.9523,0.0312,32,914.7142
2,0.0,0,23,0,0,36,Boris,8471223,Valabik,Boris Valabik,D,ATL,2,2,0.0869,0,0,20092010,0,0,18.2173,0.0,22,793.5217
0,0.0,0,2,0,0,0,Chad,8471411,Kolarik,Chad Kolarik,C,CBJ,-1,0,0.0,0,0,20092010,0,0,8.5,0.0,2,389.0
1,1.0,0,6,1,0,2,Nick,8471280,Johnson,Nick Johnson,R,PIT,-2,2,0.3333,0,0,20092010,0,0,11.6666,0.1428,7,606.1666
10,0.5,0,62,3,0,36,Jan,8470699,Hejda,Jan Hejda,D,CBJ,-14,13,0.2096,1,1,20092010,0,0,27.258,0.0476,63,1238.7419
0,0.0,0,5,0,0,4,Yannick,8474134,Weber,Yannick Weber,D,MTL,-5,0,0.0,0,0,20092010,0,0,20.2,0.0,2,832.6
31,0.4774,1,82,32,0,38,Dustin,8471208,Penner,Dustin Penner,R,EDM,6,63,0.7682,9,17,20092010,0,0,23.0365,0.1576,203,1102.6951
17,0.485,4,51,10,0,28,Dainius,8464977,Zubrus,Dainius Zubrus,C,NJD,4,27,0.5294,1,3,20092010,0,1,22.6078,0.1162,86,988.5686
6,0.0,0,46,1,0,20,Andrew,8473584,MacDonald,Andrew MacDonald,D,NYI,4,7,0.1521,0,0,20092010,0,0,23.2173,0.0232,43,1205.3478
27,0.4883,3,63,19,0,26,Jason,8459429,Arnott,Jason Arnott,C,NSH,0,46,0.7301,6,18,20092010,0,0,23.5079,0.0879,216,1121.873
10,0.5087,2,63,8,0,14,Blair,8467361,Betts,Blair Betts,C,PHI,7,18,0.2857,1,1,20092010,1,1,20.0158,0.1269,63,756.7301
1,0.0,0,22,0,0,24,Steve,8470896,MacIntyre,Steve MacIntyre,L,"EDM, FLA",-3,1,0.0454,0,0,20092010,0,0,4.7727,0.0,3,172.6818
19,0.5597,1,67,13,0,56,Keith,8458229,Tkachuk,Keith Tkachuk,L,STL,-2,32,0.4776,5,10,20092010,0,1,21.0149,0.1083,120,810.0447
0,0.0,0,2,0,0,0,Clay,8472262,Wilson,Clay Wilson,D,FLA,-5,0,0.0,0,0,20092010,0,0,16.0,0.0,0,667.0
6,0.5555,0,31,3,0,2,Zach,8474576,Boychuk,Zach Boychuk,L,CAR,1,9,0.2903,0,1,20092010,0,0,15.0322,0.081,37,645.1935
2,0.0,0,19,1,0,29,Kenndal,8471694,McArdle,Kenndal McArdle,L,FLA,-4,3,0.1578,0,0,20092010,0,0,12.8947,0.1,10,533.6842
9,0.0,1,57,2,0,62,Mike,8467915,Commodore,Mike Commodore,D,CBJ,-9,11,0.1929,0,1,20092010,0,0,25.7017,0.037,54,1140.0701
0,0.1428,0,3,0,0,0,Corey,8470705,Locke,Corey Locke,C,NYR,1,0,0.0,0,0,20092010,0,0,10.0,0.0,2,378.0
11,0.0,0,73,0,0,21,Rob,8467452,Scuderi,Rob Scuderi,D,LAK,16,11,0.1506,0,0,20092010,0,0,23.6438,0.0,38,1156.1095
15,0.0,1,77,2,0,20,Niklas,8471769,Hjalmarsson,Niklas Hjalmarsson,D,CHI,9,17,0.2207,0,0,20092010,0,1,25.8961,0.0322,62,1179.6103
0,0.0,0,2,0,0,0,Jeff,8474511,Penner,Jeff Penner,D,BOS,0,0,0.0,0,0,20092010,0,0,17.5,0.0,1,841.0
2,0.0,0,9,0,0,17,Deryk,8468674,Engelland,Deryk Engelland,D,PIT,-2,2,0.2222,0,0,20092010,0,1,21.0,0.0,4,968.3333
11,0.5543,0,52,2,0,22,Jesse,8474498,Winchester,Jesse Winchester,C,OTT,-1,13,0.25,0,1,20092010,1,1,13.5769,0.0259,77,601.4038
2,0.0,0,8,0,0,12,Clayton,8470886,Stoner,Clayton Stoner,D,MIN,1,2,0.25,0,0,20092010,0,0,20.25,0.0,5,798.75
3,0.4375,2,59,10,0,38,Jamie,8473465,McGinn,Jamie McGinn,L,SJS,-3,13,0.2203,0,0,20092010,0,0,15.1694,0.1315,76,599.8474
5,0.4121,0,45,2,0,30,Max,8470171,Talbot,Max Talbot,C,PIT,-9,7,0.1555,0,0,20092010,0,0,15.9333,0.0408,49,733.1333
1,0.5833,0,3,0,0,0,Ryan,8471689,O''Marra,Ryan O''Marra,C,EDM,0,1,0.3333,0,0,20092010,0,0,10.0,0.0,2,397.3333
1,0.5,0,3,1,0,5,Jake,8471352,Dowell,Jake Dowell,C,CHI,1,2,0.6666,0,0,20092010,0,0,11.6666,0.25,4,416.3333
25,0.0,1,83,13,0,51,Ian,8470273,White,Ian White,D,"TOR, CGY",8,38,0.4578,3,9,20092010,0,0,27.3734,0.0751,173,1367.3373
2,0.0,1,41,3,0,117,Paul,8470713,Bissonnette,Paul Bissonnette,L,PHX,-2,5,0.1219,0,0,20092010,0,0,8.439,0.12,25,351.6097
38,0.0,2,82,11,1,48,Mark,8468309,Streit,Mark Streit,D,NYI,0,49,0.5975,9,22,20092010,0,0,26.5731,0.0588,187,1541.878
5,0.5536,0,31,2,0,16,Christian,8475087,Hanson,Christian Hanson,C,TOR,-2,7,0.2258,0,0,20092010,1,1,18.6774,0.0444,45,802.3225
8,0.3,1,74,13,1,52,Cal,8473504,Clutterbuck,Cal Clutterbuck,R,MIN,-8,21,0.2837,1,1,20092010,2,2,20.5675,0.0955,136,856.7567
20,1.0,1,82,3,0,78,Michal,8465058,Rozsival,Michal Rozsival,D,NYR,3,23,0.2804,1,4,20092010,0,1,26.9512,0.0375,80,1286.0853
6,0.3888,2,52,5,0,33,Byron,8470700,Bitz,Byron Bitz,R,"BOS, FLA",-8,11,0.2115,0,0,20092010,0,0,15.6153,0.0862,58,662.2692
6,0.0,0,39,2,0,23,Jason,8474520,Garrison,Jason Garrison,D,FLA,5,8,0.2051,0,1,20092010,0,0,19.923,0.0833,24,908.0256
17,0.4717,3,73,16,0,40,Owen,8449895,Nolan,Owen Nolan,R,MIN,-12,33,0.452,4,9,20092010,1,1,22.7808,0.1059,151,995.9315
13,0.0,1,61,7,1,20,Kyle,8471879,Cumiskey,Kyle Cumiskey,D,COL,0,20,0.3278,2,7,20092010,0,0,26.6557,0.0945,74,1187.7377
17,0.4743,2,64,15,0,28,Ryan,8470680,Potulny,Ryan Potulny,C,EDM,-21,32,0.5,7,10,20092010,1,2,21.9375,0.0986,152,976.7343
2,0.3076,0,2,0,0,0,Kyle,8471483,Wilson,Kyle Wilson,C,WSH,1,2,1.0,0,0,20092010,0,0,13.0,0.0,1,581.5
10,0.0,2,61,5,1,21,Brian,8468427,Pothier,Brian Pothier,D,"WSH, CAR",4,15,0.2459,1,4,20092010,0,0,22.7377,0.0617,81,1141.2131
24,0.5098,4,65,26,1,16,Michael,8469500,Cammalleri,Michael Cammalleri,C,MTL,7,50,0.7692,4,15,20092010,0,0,24.2,0.1192,218,1171.323
13,0.4761,0,82,8,0,106,Tom,8466398,Kostopoulos,Tom Kostopoulos,R,CAR,4,21,0.256,0,0,20092010,2,3,17.4878,0.0776,103,751.4878
20,0.0,5,68,25,0,60,Tomas,8460743,Holmstrom,Tomas Holmstrom,L,DET,5,45,0.6617,13,22,20092010,0,0,20.897,0.1908,131,948.9558
1,0.4571,0,25,2,0,8,Mike,8471390,Santorelli,Mike Santorelli,C,NSH,-8,3,0.12,0,0,20092010,0,0,14.72,0.0555,36,657.2
5,0.25,0,64,3,0,108,Brad,8468515,Winchester,Brad Winchester,L,STL,3,8,0.125,1,2,20092010,0,0,13.9843,0.0434,69,543.9843
1,0.0,0,20,1,0,4,Andreas,8468534,Lilja,Andreas Lilja,D,DET,-2,2,0.1,0,0,20092010,0,0,18.7,0.0526,19,848.35
43,0.4,9,82,39,1,54,Dany,8468482,Heatley,Dany Heatley,L,SJS,14,82,1.0,18,30,20092010,1,1,25.1951,0.1392,280,1213.6951
8,0.0,0,65,3,0,12,Fredrik,8469464,Sjostrom,Fredrik Sjostrom,L,"CGY, TOR",-2,11,0.1692,0,0,20092010,0,0,15.6923,0.0468,64,647.4461
10,0.3333,1,76,12,0,207,Daniel,8470666,Carcillo,Daniel Carcillo,L,PHI,5,22,0.2894,1,2,20092010,0,0,16.5394,0.1142,105,674.9078
16,0.446,1,75,13,0,20,Peter,8471299,Regin,Peter Regin,C,OTT,10,29,0.3866,1,5,20092010,0,0,16.4933,0.0962,135,773.6
0,0.6153,0,4,0,0,0,Josh,8470636,Hennessy,Josh Hennessy,C,OTT,-1,0,0.0,0,0,20092010,0,0,8.75,0.0,2,358.75
12,0.5153,1,63,3,0,25,Craig,8455919,Conroy,Craig Conroy,C,CGY,-6,15,0.238,0,0,20092010,0,0,21.8571,0.0576,52,813.9841
37,0.4575,4,82,18,3,41,Shane,8462038,Doan,Shane Doan,R,PHX,3,55,0.6707,5,16,20092010,0,0,22.7439,0.0769,234,1149.8658
1,0.0,2,75,6,0,106,Mike,8471371,Brown,Mike Brown,R,ANA,1,7,0.0933,0,0,20092010,1,1,12.1733,0.0731,82,501.16
2,0.5185,0,16,3,0,17,Dave,8460533,Scatchard,Dave Scatchard,C,NSH,3,5,0.3125,0,0,20092010,0,1,16.3125,0.12,25,642.3125
21,0.75,1,82,5,0,33,Francois,8467400,Beauchemin,Francois Beauchemin,D,TOR,-13,26,0.317,4,10,20092010,0,0,29.2682,0.0294,170,1527.9024
0,0.0,0,32,6,0,6,Robbie,8471399,Earl,Robbie Earl,L,MIN,1,6,0.1875,0,0,20092010,0,0,13.5312,0.2068,29,536.2812
7,0.0,0,49,1,0,71,Nick,8466145,Boynton,Nick Boynton,D,"ANA, CHI",5,8,0.1632,1,2,20092010,0,0,20.9795,0.02,50,998.2653
0,0.0,0,22,0,0,2,Keaton,8474184,Ellerby,Keaton Ellerby,D,FLA,-1,0,0.0,0,0,20092010,0,0,7.9545,0.0,5,325.5
4,0.0,0,17,1,0,8,David,8473673,Schlemko,David Schlemko,D,PHX,1,5,0.2941,0,2,20092010,0,0,24.1176,0.0526,19,1069.4705
25,0.4,2,75,18,0,36,Paul,8459426,Kariya,Paul Kariya,L,STL,-7,43,0.5733,3,12,20092010,0,0,23.8666,0.0814,221,1029.2
0,0.0,0,1,0,0,2,Guillaume,8470708,Desbiens,Guillaume Desbiens,R,VAN,0,0,0.0,0,0,20092010,0,0,12.0,0.0,0,565.0
17,0.34,2,61,9,0,53,Nick,8473422,Foligno,Nick Foligno,L,OTT,6,26,0.4262,2,6,20092010,0,0,16.7049,0.1084,83,858.5573
1,0.4285,0,20,2,0,0,Kevin,8471331,Porter,Kevin Porter,C,"PHX, COL",-3,3,0.15,0,0,20092010,1,1,16.55,0.0952,21,722.6
6,0.4,0,77,3,0,48,Stephane,8469542,Veilleux,Stephane Veilleux,L,TBL,-14,9,0.1168,0,0,20092010,0,0,18.8831,0.0319,94,737.1948
29,0.0,2,79,10,2,79,Erik,8473446,Johnson,Erik Johnson,D,STL,1,39,0.4936,6,15,20092010,0,0,28.4556,0.0537,186,1286.5189
8,0.6666,0,57,6,0,18,Enver,8471263,Lisin,Enver Lisin,R,NYR,-1,14,0.2456,0,1,20092010,0,0,14.5438,0.0659,91,670.9122
42,0.4833,4,81,19,0,44,Jamie,8459457,Langenbrunner,Jamie Langenbrunner,R,NJD,6,61,0.753,6,19,20092010,2,4,25.7901,0.0833,228,1173.4444
5,0.4285,0,54,4,0,98,Tim,8469490,Jackman,Tim Jackman,R,NYI,-4,9,0.1666,0,0,20092010,0,0,13.9814,0.0784,51,578.9259
0,0.5,0,13,0,0,6,Ben,8473493,Maxwell,Ben Maxwell,C,MTL,-2,0,0.0,0,0,20092010,0,0,12.6923,0.0,6,526.7692
1,0.0,0,36,0,0,73,Donald,8459246,Brashear,Donald Brashear,L,NYR,-9,1,0.0277,0,0,20092010,0,0,8.2777,0.0,18,375.1388
4,0.439,0,46,5,0,66,Brian,8468506,Sutherby,Brian Sutherby,C,DAL,8,9,0.1956,0,0,20092010,0,0,13.6086,0.102,49,516.5869
18,0.5,3,69,21,0,24,Eric,8470611,Fehr,Eric Fehr,C,WSH,18,39,0.5652,3,6,20092010,0,0,14.6376,0.1448,145,727.6811
12,1.0,0,75,2,0,27,Wade,8462033,Redden,Wade Redden,D,NYR,8,14,0.1866,0,1,20092010,0,0,23.6533,0.0303,66,1051.1066
3,0.0,0,24,0,0,12,Derek,8471810,Joslin,Derek Joslin,D,SJS,1,3,0.125,0,0,20092010,0,2,18.9583,0.0,19,832.875
8,0.0,1,62,4,0,60,Jim,8468213,Vandermeer,Jim Vandermeer,D,PHX,3,12,0.1935,0,0,20092010,0,0,24.1451,0.0625,64,1061.0161
11,0.3076,1,74,7,0,138,Cody,8471657,McLeod,Cody McLeod,L,COL,-13,18,0.2432,0,0,20092010,0,1,18.4594,0.0598,117,775.6621
18,0.0,0,74,3,0,50,Jaroslav,8467439,Spacek,Jaroslav Spacek,D,MTL,9,21,0.2837,1,7,20092010,0,1,27.4324,0.0303,99,1307.7162
24,0.0,0,73,3,0,51,Kris,8471724,Letang,Kris Letang,D,PIT,1,27,0.3698,0,5,20092010,0,0,25.3561,0.0172,174,1293.6301
4,0.0,1,54,7,0,35,Marek,8469670,Svatos,Marek Svatos,R,COL,-13,11,0.2037,3,5,20092010,0,0,17.0185,0.0833,84,684.6666
28,0.0,0,73,6,0,37,Anton,8471873,Stralman,Anton Stralman,D,CBJ,-17,34,0.4657,4,22,20092010,0,0,25.4246,0.0495,121,1229.3561
2,0.4589,0,36,2,0,10,Mika,8475381,Pyorala,Mika Pyorala,C,PHI,-3,4,0.1111,0,0,20092010,0,0,19.3333,0.0487,41,815.6944
44,0.0,0,82,6,0,30,Toby,8470828,Enstrom,Toby Enstrom,D,ATL,-5,50,0.6097,2,19,20092010,0,1,24.878,0.055,109,1336.1463
17,0.5079,3,80,20,0,22,Brian,8458525,Rolston,Brian Rolston,R,NJD,2,37,0.4625,7,13,20092010,0,0,23.5375,0.0862,232,1015.65
47,0.4971,2,82,34,0,16,Anze,8471685,Kopitar,Anze Kopitar,C,LAK,6,81,0.9878,14,38,20092010,1,1,25.7682,0.1312,259,1307.1341
27,0.4174,0,79,9,0,48,Derick,8473544,Brassard,Derick Brassard,C,CBJ,-17,36,0.4556,4,10,20092010,0,0,19.962,0.072,125,896.5189
28,0.3478,4,82,25,0,48,Mason,8471664,Raymond,Mason Raymond,L,VAN,0,53,0.6463,8,18,20092010,0,0,22.817,0.1152,217,1039.9146
7,0.5,0,54,9,0,72,Evgeny,8469543,Artyukhin,Evgeny Artyukhin,R,"ANA, ATL",-4,16,0.2962,0,0,20092010,0,0,12.1111,0.2142,42,536.0
13,0.2941,0,63,10,0,45,Sean,8470176,Bergenheim,Sean Bergenheim,L,NYI,1,23,0.365,0,0,20092010,2,3,19.3174,0.0751,133,843.6666
24,0.0,2,76,6,0,34,Dennis,8469770,Wideman,Dennis Wideman,D,BOS,-14,30,0.3947,2,13,20092010,0,2,27.3157,0.041,146,1413.3815
3,0.0,0,34,1,0,86,Brian,8467977,McGrattan,Brian McGrattan,R,CGY,3,4,0.1176,0,0,20092010,0,0,5.5588,0.0526,19,206.3823
2,0.0,0,2,0,0,2,P.K.,8474056,Subban,P.K. Subban,D,MTL,1,2,1.0,0,1,20092010,0,0,24.5,0.0,4,1206.0
68,0.4992,4,82,33,1,50,Nicklas,8473563,Backstrom,Nicklas Backstrom,C,WSH,37,101,1.2317,11,37,20092010,0,0,21.5,0.1486,222,1226.7682
11,0.1428,0,52,3,0,20,Max,8474157,Pacioretty,Max Pacioretty,L,MTL,-5,14,0.2692,0,3,20092010,0,0,17.6538,0.0405,74,762.5576
19,0.3636,1,49,10,0,39,Justin,8468508,Williams,Justin Williams,R,LAK,3,29,0.5918,1,7,20092010,0,0,20.3877,0.0714,140,982.5714
1,0.5483,0,7,1,0,2,Jay,8474291,Beagle,Jay Beagle,C,WSH,-1,2,0.2857,0,0,20092010,0,0,12.0,0.1,10,555.8571
2,1.0,0,19,3,0,6,Michal,8474153,Repik,Michal Repik,R,FLA,1,5,0.2631,0,0,20092010,0,0,13.5263,0.1304,23,514.6315
5,0.0,0,38,1,0,50,Jay,8469531,Harrison,Jay Harrison,D,CAR,-8,6,0.1578,0,0,20092010,0,0,20.3684,0.0333,30,883.0526
8,0.0,1,76,6,0,32,Matt,8471436,Hunwick,Matt Hunwick,D,BOS,-16,14,0.1842,1,1,20092010,1,1,22.8552,0.1,60,1077.9078
11,0.2058,0,59,11,0,21,Steve,8470609,Bernier,Steve Bernier,R,VAN,0,22,0.3728,3,4,20092010,0,0,19.8983,0.1157,95,850.3389
0,0.5,0,6,0,0,2,Sergei,8473488,Shirokov,Sergei Shirokov,L,VAN,-4,0,0.0,0,0,20092010,0,0,17.3333,0.0,4,769.5
2,0.3,0,22,1,0,4,Andreas,8474154,Thuresson,Andreas Thuresson,R,NSH,-5,3,0.1363,0,0,20092010,0,0,13.3636,0.0333,30,599.1818
10,0.0,0,49,3,0,18,Mike,8471314,Lundin,Mike Lundin,D,TBL,-4,13,0.2653,0,1,20092010,0,0,29.0408,0.0714,42,1316.5102
12,0.3846,2,73,10,0,14,Mike,8459640,Grier,Mike Grier,R,BUF,-4,22,0.3013,0,0,20092010,0,1,20.6301,0.0813,123,947.5753
35,0.5132,6,81,30,0,36,Jussi,8469638,Jokinen,Jussi Jokinen,L,CAR,3,65,0.8024,10,24,20092010,0,0,21.9753,0.1875,160,1008.9012
37,0.0,3,78,6,0,67,Marek,8469623,Zidlicky,Marek Zidlicky,D,MIN,-16,43,0.5512,4,24,20092010,0,0,31.7435,0.0517,116,1450.1794
83,0.495,5,82,29,0,48,Henrik,8467876,Sedin,Henrik Sedin,C,VAN,35,112,1.3658,4,27,20092010,2,2,25.1219,0.1746,166,1181.2682
5,0.0,0,22,1,0,8,John,8474590,Carlson,John Carlson,D,WSH,11,6,0.2727,0,0,20092010,0,0,18.0909,0.0476,21,914.7727
7,0.0,1,75,2,0,83,Matt,8470121,Greene,Matt Greene,D,LAK,4,9,0.12,0,0,20092010,0,0,22.0,0.035,57,1048.7866
0,0.6666,0,1,0,0,0,Marc-Andre,8471718,Cliche,Marc-Andre Cliche,C,LAK,1,0,0.0,0,0,20092010,0,0,14.0,0.0,0,443.0
9,0.3255,3,80,10,0,12,Drew,8470778,Miller,Drew Miller,L,"TBL, DET",2,19,0.2375,1,4,20092010,1,1,18.4875,0.097,103,757.4375
20,0.0,6,78,15,0,30,James,8474037,van Riemsdyk,James van Riemsdyk,L,PHI,-1,35,0.4487,4,7,20092010,0,0,17.6666,0.0867,173,777.6025
5,0.0,0,50,1,0,66,John,8467365,Erskine,John Erskine,D,WSH,16,6,0.12,0,0,20092010,0,0,19.44,0.02,50,958.72
19,0.55,1,78,15,0,98,Jason,8466251,Chimera,Jason Chimera,L,"CBJ, WSH",-1,34,0.4358,1,1,20092010,0,0,18.6538,0.0937,160,821.5641
19,0.0,0,55,3,0,85,Kevin,8469598,Bieksa,Kevin Bieksa,D,VAN,-5,22,0.4,1,7,20092010,0,0,25.0909,0.0315,95,1309.4545
28,0.0,1,80,9,0,32,Michael,8474584,Del Zotto,Michael Del Zotto,D,NYR,-20,37,0.4625,4,22,20092010,0,0,22.3875,0.1111,81,1138.1875
12,0.0,0,77,1,0,62,Aaron,8458519,Ward,Aaron Ward,D,"CAR, ANA",-15,13,0.1688,0,0,20092010,0,2,23.0129,0.0243,41,1038.2597
1,0.0,0,2,0,0,0,Philip,8474707,Larsen,Philip Larsen,D,DAL,1,1,0.5,0,0,20092010,0,0,20.0,0.0,1,747.0
18,0.0,1,82,6,0,53,Dan,8471958,Girardi,Dan Girardi,D,NYR,-2,24,0.2926,1,4,20092010,1,1,28.3292,0.0555,108,1288.939
29,0.0,2,82,12,0,45,Keith,8471735,Yandle,Keith Yandle,D,PHX,16,41,0.5,5,16,20092010,0,0,26.1341,0.0827,145,1213.756
2,0.2307,0,9,1,0,6,Matt,8468523,Pettinger,Matt Pettinger,L,VAN,3,3,0.3333,0,0,20092010,0,0,16.8888,0.125,8,645.4444
10,0.0,0,81,2,0,46,Colin,8465005,White,Colin White,D,NJD,8,12,0.1481,0,0,20092010,0,1,29.2839,0.0425,47,1204.4938
0,0.4,0,3,0,0,0,Steven,8471365,Zalewski,Steven Zalewski,C,SJS,-2,0,0.0,0,0,20092010,0,0,12.0,0.0,3,499.0
11,0.0,1,79,2,0,24,Karlis,8467519,Skrastins,Karlis Skrastins,D,DAL,-4,13,0.1645,0,0,20092010,0,0,25.4177,0.0377,53,1174.2911
10,0.5,1,72,3,0,12,Matt,8470018,Ellis,Matt Ellis,L,BUF,-1,13,0.1805,0,0,20092010,0,0,13.3472,0.0267,112,543.0277
49,0.2142,2,82,27,0,111,Corey,8470621,Perry,Corey Perry,R,ANA,0,76,0.9268,6,23,20092010,1,2,24.6707,0.1,270,1263.6219
3,0.4654,0,50,3,0,35,Justin,8471716,Abdelkader,Justin Abdelkader,L,DET,-11,6,0.12,0,0,20092010,0,0,15.16,0.0379,79,635.48
21,0.2857,4,56,23,0,10,Milan,8460577,Hejduk,Milan Hejduk,R,COL,6,44,0.7857,8,17,20092010,0,0,24.1785,0.1503,153,1141.125
4,0.5,0,41,3,0,89,Aaron,8469672,Voros,Aaron Voros,L,NYR,-2,7,0.1707,1,1,20092010,0,0,9.5121,0.1363,22,368.5365
6,0.0,1,44,1,0,24,Milan,8469684,Jurcina,Milan Jurcina,D,"WSH, CBJ",2,7,0.159,0,0,20092010,0,0,23.2954,0.0204,49,1060.0909
14,0.1538,2,72,10,0,126,Arron,8465025,Asham,Arron Asham,R,PHI,-2,24,0.3333,0,0,20092010,0,0,14.4027,0.1098,91,604.4444
14,0.4117,4,49,18,0,50,Scottie,8470105,Upshall,Scottie Upshall,R,PHX,5,32,0.653,2,3,20092010,0,0,19.1428,0.1512,119,902.8367
29,0.4485,4,58,19,0,40,Patrik,8460542,Elias,Patrik Elias,C,NJD,18,48,0.8275,3,11,20092010,1,1,24.0,0.131,145,1057.2413
43,0.4341,4,76,24,0,44,Nik,8467353,Antropov,Nik Antropov,C,ATL,13,67,0.8815,8,21,20092010,0,0,19.1973,0.1904,126,1093.6447
0,0.6666,0,3,0,0,4,Trevor,8473687,Frischmon,Trevor Frischmon,C,CBJ,0,0,0.0,0,0,20092010,0,0,10.3333,0.0,1,366.0
20,0.4358,2,80,28,0,26,Lee,8470740,Stempniak,Lee Stempniak,R,"TOR, PHX",0,48,0.6,9,16,20092010,1,1,21.05,0.132,212,1039.1375
38,0.0,2,80,10,1,38,Scott,8458517,Niedermayer,Scott Niedermayer,D,ANA,-9,48,0.6,5,27,20092010,0,1,27.3375,0.0595,168,1590.225
4,0.0,2,49,2,0,19,Derek,8470061,Meech,Derek Meech,D,DET,-12,6,0.1224,1,1,20092010,0,0,16.1224,0.035,57,714.7142
1,0.45,0,4,0,0,2,Philippe,8470697,Dupuis,Philippe Dupuis,C,COL,1,1,0.25,0,0,20092010,0,0,12.75,0.0,4,494.0
15,0.0,0,48,7,0,32,Niklas,8468509,Kronwall,Niklas Kronwall,D,DET,5,22,0.4583,3,8,20092010,0,4,28.1875,0.1029,68,1314.8958
0,0.7272,0,2,0,0,0,Aaron,8471451,Gagnon,Aaron Gagnon,C,DAL,0,0,0.0,0,0,20092010,0,0,13.5,0.0,2,529.0
4,0.0,0,57,0,0,105,Derek,8469647,Boogaard,Derek Boogaard,L,MIN,-12,4,0.0701,0,0,20092010,0,0,8.9122,0.0,26,369.0526
2,0.4152,0,46,5,0,6,Andrew,8469685,Murray,Andrew Murray,C,CBJ,-6,7,0.1521,0,0,20092010,0,1,16.5217,0.0684,73,621.5434
31,0.5601,4,73,16,0,40,Jarret,8468526,Stoll,Jarret Stoll,C,LAK,13,47,0.6438,4,21,20092010,0,1,24.9452,0.0975,164,1045.1643
0,0.0,0,3,0,0,2,Corey,8470714,Potter,Corey Potter,D,NYR,0,0,0.0,0,0,20092010,0,0,17.0,0.0,2,727.3333
12,0.0,1,78,3,0,70,Sean,8458637,O''Donnell,Sean O''Donnell,D,LAK,14,15,0.1923,0,0,20092010,0,0,23.5769,0.0681,44,1124.2692
18,0.4964,3,82,11,0,22,Jay,8469508,McClement,Jay McClement,C,STL,0,29,0.3536,0,0,20092010,0,2,23.8902,0.1009,109,1003.6341
18,0.5555,7,78,22,1,66,Troy,8471426,Brouwer,Troy Brouwer,R,CHI,9,40,0.5128,7,13,20092010,1,1,22.4871,0.1896,116,982.282
16,0.5,2,82,4,1,22,Brad,8467331,Stuart,Brad Stuart,D,DET,-12,20,0.2439,1,3,20092010,0,0,29.0609,0.0261,153,1390.0975
2,0.0,0,7,0,0,10,Jerome,8474220,Samson,Jerome Samson,R,CAR,-1,2,0.2857,0,0,20092010,0,0,11.7142,0.0,17,506.8571
9,0.4503,2,79,13,0,23,Petr,8470072,Prucha,Petr Prucha,R,PHX,-2,22,0.2784,4,6,20092010,0,0,18.2911,0.1015,128,842.2911
26,0.0,2,78,4,2,59,Brent,8470607,Seabrook,Brent Seabrook,D,CHI,20,30,0.3846,0,6,20092010,0,2,28.8333,0.031,129,1393.1923
15,0.6057,0,79,4,0,72,Scott,8459687,Nichol,Scott Nichol,C,SJS,0,19,0.2405,0,1,20092010,1,2,20.1898,0.043,93,783.9367
5,0.0,0,20,0,0,2,Anders,8459443,Eriksson,Anders Eriksson,D,"PHX, NYR",2,5,0.25,0,1,20092010,0,0,21.2,0.0,6,914.7
3,0.6233,1,74,2,0,265,Zenon,8469820,Konopka,Zenon Konopka,C,TBL,-11,5,0.0675,0,1,20092010,0,0,13.3648,0.0487,41,488.3243
9,0.534,0,23,1,0,6,Mikael,8474150,Backlund,Mikael Backlund,C,CGY,5,10,0.4347,0,0,20092010,0,0,17.5652,0.0212,47,756.0869
0,0.5,0,4,0,0,0,Drew,8470970,Larman,Drew Larman,C,BOS,-1,0,0.0,0,0,20092010,0,0,10.5,0.0,5,485.0
0,0.0,0,1,0,0,2,Jared,8475174,Cowen,Jared Cowen,D,OTT,0,0,0.0,0,0,20092010,0,0,11.0,0.0,0,406.0
19,0.5524,1,37,8,0,6,Tyler,8475098,Bozak,Tyler Bozak,C,TOR,-5,27,0.7297,2,5,20092010,0,0,23.081,0.1568,51,1153.9189
0,0.0,0,3,0,0,9,Triston,8470899,Grant,Triston Grant,L,NSH,-1,0,0.0,0,0,20092010,0,0,11.3333,0.0,2,434.3333
24,0.3,2,78,16,0,116,Wayne,8474190,Simmonds,Wayne Simmonds,R,LAK,22,40,0.5128,0,0,20092010,0,0,19.7435,0.1259,127,868.8076
35,0.4933,3,82,15,1,75,Olli,8466140,Jokinen,Olli Jokinen,C,"CGY, NYR",3,50,0.6097,3,15,20092010,0,0,21.939,0.0635,236,1071.9268
