assists,faceoffWinPctg,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,playerFirstName,playerId,playerLastName,playerName,playerPositionCode,playerTeamsPlayedFor,plusMinus,points,pointsPerGame,ppGoals,ppPoints,seasonId,shGoals,shPoints,shiftsPerGame,shootingPctg,shots,timeOnIcePerGame
2,0.6666,1,6,1,0,2,Brendan,8476894,Leipsic,Brendan Leipsic,L,TOR,-1,3,0.5,0,1,20152016,0,0,21.0,0.0909,11,854.3333
28,0.4859,1,63,11,0,30,Sean,8476461,Couturier,Sean Couturier,C,PHI,8,39,0.619,2,7,20152016,0,1,25.5238,0.0924,119,1116.0476
13,0.0,1,81,8,0,16,Matt,8470852,Moulson,Matt Moulson,L,BUF,-5,21,0.2592,2,7,20152016,0,0,15.9753,0.072,111,714.1851
2,0.5,0,53,8,0,97,Bobby,8476769,Farnham,Bobby Farnham,R,"PIT, NJD",-2,10,0.1886,0,0,20152016,0,0,13.283,0.16,50,558.7924
21,0.45,2,79,12,1,12,Brian,8467407,Gionta,Brian Gionta,R,BUF,-5,33,0.4177,1,6,20152016,0,0,22.5063,0.071,169,1063.9493
15,0.3207,1,72,12,0,88,Patrick,8474034,Maroon,Patrick Maroon,L,"ANA, EDM",-7,27,0.375,5,8,20152016,0,0,16.5277,0.1153,104,740.3055
13,0.0,1,69,15,0,14,Sven,8476466,Baertschi,Sven Baertschi,L,VAN,-14,28,0.4057,2,7,20152016,0,0,18.3043,0.1388,108,807.4927
1,0.0,0,22,1,0,2,David,8474660,Warsofsky,David Warsofsky,D,"PIT, NJD",-9,2,0.0909,1,2,20152016,0,0,23.1818,0.025,40,1027.409
4,0.0,0,45,1,0,60,Mike,8473426,Weber,Mike Weber,D,"BUF, WSH",2,5,0.1111,0,0,20152016,0,0,21.9333,0.025,40,928.8222
8,0.0,1,45,4,0,34,Evgeny,8478563,Medvedev,Evgeny Medvedev,D,PHI,5,12,0.2666,1,3,20152016,0,0,24.7111,0.0563,71,1129.7111
31,0.0,0,67,8,0,48,Marc-Edouard,8471709,Vlasic,Marc-Edouard Vlasic,D,SJS,15,39,0.582,2,10,20152016,0,2,27.1791,0.0689,116,1387.791
4,0.0,0,23,0,0,14,Adam,8471385,Pardy,Adam Pardy,D,"WPG, EDM",-7,4,0.1739,0,0,20152016,0,1,20.826,0.0,22,953.0434
2,0.5401,1,43,4,0,28,Chris,8475780,Wagner,Chris Wagner,C,"ANA, COL, ANA",-2,6,0.1395,0,0,20152016,0,0,13.3953,0.0727,55,549.3023
26,0.0,1,79,23,1,112,Scott,8468486,Hartnell,Scott Hartnell,L,CBJ,-11,49,0.6202,10,12,20152016,0,0,20.5569,0.1533,150,935.0
6,0.5454,1,35,1,0,59,Brandon,8471283,Prust,Brandon Prust,L,VAN,-3,7,0.2,0,0,20152016,0,0,17.7428,0.0526,19,767.0571
17,0.0,0,64,2,0,55,Nathan,8476470,Beaulieu,Nathan Beaulieu,D,MTL,-6,19,0.2968,1,3,20152016,0,0,22.0156,0.027,74,1047.4218
40,0.5501,11,82,38,1,30,Joe,8470794,Pavelski,Joe Pavelski,C,SJS,25,78,0.9512,12,28,20152016,0,0,25.2073,0.1696,224,1188.9512
1,0.0,0,21,3,0,10,Brock,8476934,McGinn,Brock McGinn,L,CAR,-14,4,0.1904,0,0,20152016,0,0,15.9047,0.12,25,671.0476
14,0.0,1,72,2,0,16,Nate,8477220,Schmidt,Nate Schmidt,D,WSH,12,16,0.2222,0,0,20152016,0,0,23.4166,0.025,80,1084.1805
21,0.4137,0,53,19,0,24,Brendan,8475848,Gallagher,Brendan Gallagher,R,MTL,13,40,0.7547,7,10,20152016,0,0,23.415,0.1098,173,994.566
14,0.3615,3,73,15,1,16,Mattias,8477406,Janmark,Mattias Janmark,C,DAL,12,29,0.3972,0,1,20152016,1,1,19.6849,0.1388,108,850.3698
17,0.5134,2,57,13,1,32,Kyle,8474068,Turris,Kyle Turris,C,OTT,-15,30,0.5263,3,8,20152016,0,1,22.9473,0.1065,122,1182.2807
0,0.0,0,1,0,0,2,Chad,8477244,Ruhwedel,Chad Ruhwedel,D,BUF,0,0,0.0,0,0,20152016,0,0,23.0,0.0,1,930.0
0,0.0,0,12,0,0,0,Daniel,8470230,Paille,Daniel Paille,L,NYR,-2,0,0.0,0,0,20152016,0,0,17.25,0.0,11,684.5
9,0.5808,1,57,8,0,24,Jay,8474291,Beagle,Jay Beagle,C,WSH,0,17,0.2982,0,0,20152016,0,0,19.6842,0.1081,74,840.9649
1,0.0,0,2,1,0,0,Evan,8478542,Rodrigues,Evan Rodrigues,L,BUF,2,2,1.0,0,0,20152016,0,0,16.0,0.125,8,705.0
37,0.0,0,78,10,0,46,Victor,8475167,Hedman,Victor Hedman,D,TBL,21,47,0.6025,1,11,20152016,0,1,26.2435,0.0555,180,1383.9743
0,0.0,0,1,0,0,0,John,8473562,McCarthy,John McCarthy,C,SJS,0,0,0.0,0,0,20152016,0,0,12.0,0.0,0,425.0
60,0.5357,3,82,18,1,40,Nicklas,8473563,Backstrom,Nicklas Backstrom,C,WSH,5,78,0.9512,3,33,20142015,0,0,24.3414,0.1176,153,1231.8048
3,0.4347,0,58,1,0,16,Brandon,8474646,McMillan,Brandon McMillan,L,"ARI, VAN",-19,4,0.0689,0,0,20142015,0,0,16.4137,0.0196,51,628.0862
0,0.5555,1,17,2,0,4,Tyler,8475752,Pitlick,Tyler Pitlick,C,EDM,-3,2,0.1176,0,0,20142015,0,0,18.1176,0.1111,18,746.5882
18,0.0,1,70,2,1,12,Christopher,8475690,Tanev,Christopher Tanev,D,VAN,8,20,0.2857,0,2,20142015,0,0,29.5142,0.0377,53,1264.8571
2,0.8,1,29,3,0,4,Michael,8475739,Bournival,Michael Bournival,L,MTL,3,5,0.1724,0,0,20142015,0,0,11.6206,0.1111,27,473.2758
9,0.4919,2,50,10,0,9,Jean-Gabriel,8476419,Pageau,Jean-Gabriel Pageau,C,OTT,4,19,0.38,0,0,20142015,2,2,20.38,0.103,97,851.24
30,0.5117,2,75,14,0,48,Jori,8474627,Lehtera,Jori Lehtera,C,STL,21,44,0.5866,2,7,20142015,1,2,23.9466,0.1359,103,972.64
27,0.4657,1,58,7,0,23,Scott,8467351,Gomez,Scott Gomez,C,NJD,-10,34,0.5862,0,14,20142015,0,0,21.2758,0.1,70,990.7931
35,0.4583,6,79,26,0,73,Blake,8471218,Wheeler,Blake Wheeler,R,WPG,26,61,0.7721,2,12,20142015,4,5,25.962,0.1065,244,1179.6962
30,0.2222,10,80,37,2,32,Max,8474157,Pacioretty,Max Pacioretty,L,MTL,38,67,0.8375,7,11,20142015,3,5,25.875,0.1225,302,1163.6375
5,0.5,0,17,2,0,8,Damien,8477059,Brunner,Damien Brunner,R,NJD,-1,7,0.4117,0,4,20142015,0,0,18.4117,0.0689,29,908.8235
29,0.4673,6,82,18,1,34,Brayden,8475170,Schenn,Brayden Schenn,C,PHI,-5,47,0.5731,7,19,20142015,0,0,21.256,0.1153,156,1024.8048
2,0.0,0,10,0,0,0,Danny,8475732,Biega,Danny Biega,D,CAR,-5,2,0.2,0,0,20142015,0,0,22.5,0.0,7,968.5
4,0.5416,3,57,8,1,18,Daniel,8464975,Briere,Daniel Briere,C,COL,-7,12,0.2105,0,0,20142015,0,0,16.0526,0.1159,69,727.3157
22,0.2727,0,79,14,0,65,Shane,8462038,Doan,Shane Doan,R,ARI,-29,36,0.4556,5,10,20142015,0,0,23.7594,0.074,189,1132.9873
4,0.4,0,43,2,0,28,Jeremy,8475214,Morin,Jeremy Morin,L,"CHI, CBJ",1,6,0.1395,0,0,20142015,0,0,14.6511,0.0273,73,611.9534
0,0.0,0,1,0,0,0,Max,8476384,Friberg,Max Friberg,R,ANA,0,0,0.0,0,0,20142015,0,0,12.0,0.0,0,527.0
15,0.0,1,59,5,0,24,Zach,8474743,Redmond,Zach Redmond,D,COL,-1,20,0.3389,1,6,20142015,0,0,22.0847,0.0537,93,1028.7457
6,0.406,1,62,4,0,28,Olli,8466140,Jokinen,Olli Jokinen,C,"NSH, TOR, STL",6,10,0.1612,0,0,20142015,0,0,19.1451,0.0363,110,795.8387
16,0.5,2,67,16,0,28,Steve,8470609,Bernier,Steve Bernier,R,NJD,2,32,0.4776,4,8,20142015,0,0,18.5074,0.1495,107,776.1791
9,0.0,1,76,4,0,68,Brendan,8474090,Smith,Brendan Smith,D,DET,-2,13,0.171,0,2,20142015,0,0,25.5789,0.0454,88,1073.4605
21,0.4,4,82,23,1,44,Craig,8475225,Smith,Craig Smith,R,NSH,11,44,0.5365,6,9,20142015,0,0,20.9634,0.0912,252,944.4268
40,0.0,1,81,10,0,38,Andrei,8467496,Markov,Andrei Markov,D,MTL,22,50,0.6172,4,25,20142015,0,1,29.6172,0.074,135,1494.6172
49,0.5084,3,77,17,1,32,Henrik,8468083,Zetterberg,Henrik Zetterberg,L,DET,-6,66,0.8571,4,28,20142015,0,0,24.1688,0.0748,227,1146.6623
18,0.4659,0,80,9,0,32,David,8467330,Legwand,David Legwand,C,OTT,1,27,0.3375,6,12,20142015,0,2,19.7875,0.0989,91,833.8125
21,0.4545,1,75,15,0,40,Tommy,8474739,Wingels,Tommy Wingels,C,SJS,-7,36,0.48,4,10,20142015,1,1,24.0,0.0949,158,988.2533
16,0.0,1,82,3,0,44,Niklas,8471769,Hjalmarsson,Niklas Hjalmarsson,D,CHI,25,19,0.2317,0,0,20142015,0,0,29.5609,0.0309,97,1313.1097
12,1.0,1,64,11,0,48,Francois,8467400,Beauchemin,Francois Beauchemin,D,ANA,17,23,0.3593,2,3,20142015,0,1,26.3281,0.1,110,1364.6562
49,0.5801,0,78,16,0,30,Joe,8466138,Thornton,Joe Thornton,C,SJS,-4,65,0.8333,4,22,20142015,0,0,25.2307,0.1221,131,1105.4487
2,0.3333,0,15,1,0,14,Cory,8476195,Conacher,Cory Conacher,C,NYI,-3,3,0.2,0,0,20142015,0,0,17.4,0.0434,23,808.8
0,0.0,0,11,1,0,0,Reid,8476423,Boucher,Reid Boucher,C,NJD,-4,1,0.0909,0,0,20142015,0,0,15.5454,0.05,20,668.3636
31,0.5127,4,77,23,0,41,Eric,8470595,Staal,Eric Staal,C,CAR,-13,54,0.7012,7,17,20142015,0,0,24.6623,0.0942,244,1130.8831
1,0.0,0,13,2,0,8,Matt,8476477,Puempel,Matt Puempel,L,OTT,6,3,0.2307,0,0,20142015,0,0,12.4615,0.1428,14,481.923
3,0.25,1,31,6,0,12,Brett,8476439,Ritchie,Brett Ritchie,R,DAL,-1,9,0.2903,0,1,20142015,0,0,19.387,0.0769,78,839.1612
27,0.0,1,78,10,0,14,Nick,8475181,Leddy,Nick Leddy,D,NYI,18,37,0.4743,1,12,20142015,0,1,23.4871,0.0833,120,1221.7051
2,0.4914,4,49,22,0,14,Brandon,8475204,Pirri,Brandon Pirri,R,FLA,6,24,0.4897,7,7,20142015,0,0,18.0612,0.1538,143,886.1836
0,0.0,0,7,0,0,4,Patrick,8477887,Brown,Patrick Brown,C,CAR,-4,0,0.0,0,0,20142015,0,0,13.0,0.0,4,532.8571
36,0.0,2,82,29,0,37,Nikita,8476453,Kucherov,Nikita Kucherov,R,TBL,38,65,0.7926,2,15,20142015,0,0,19.5,0.1518,191,897.0609
48,0.5258,4,79,16,0,10,Anze,8471685,Kopitar,Anze Kopitar,C,LAK,-2,64,0.8101,6,24,20142015,0,0,23.0379,0.1194,134,1163.405
18,0.5296,1,75,15,0,12,Darren,8471794,Helm,Darren Helm,C,DET,7,33,0.44,3,7,20142015,2,2,22.8133,0.0937,160,950.0133
13,0.1818,0,67,4,0,172,Tom,8476880,Wilson,Tom Wilson,R,WSH,-1,17,0.2537,0,0,20142015,0,0,14.3731,0.0506,79,656.2089
56,0.499,3,77,28,1,47,Sidney,8471675,Crosby,Sidney Crosby,C,PIT,5,84,1.0909,10,31,20142015,0,0,24.987,0.1181,237,1198.2467
5,0.3333,0,58,1,0,102,Zac,8474736,Rinaldo,Zac Rinaldo,C,PHI,-9,6,0.1034,0,0,20142015,0,0,13.1724,0.0222,45,535.0862
17,0.0,1,72,10,0,20,Matt,8476442,Nieto,Matt Nieto,L,SJS,-12,27,0.375,1,4,20142015,0,1,22.3611,0.074,135,915.3194
26,0.3661,2,78,20,0,37,Tyler,8474589,Ennis,Tyler Ennis,C,BUF,-19,46,0.5897,6,17,20142015,1,1,21.7179,0.1081,185,1146.9102
17,0.0,4,65,9,2,25,Kevin,8470630,Klein,Kevin Klein,D,NYR,24,26,0.4,0,0,20142015,0,0,26.3692,0.1184,76,1109.3846
6,0.4829,0,70,3,0,36,Joe,8471856,Vitale,Joe Vitale,C,ARI,-11,9,0.1285,0,0,20142015,0,0,16.6285,0.0545,55,673.7571
1,0.3978,0,18,1,0,2,Tim,8477213,Schaller,Tim Schaller,C,BUF,-5,2,0.1111,0,0,20142015,0,0,16.0555,0.0526,19,680.8333
2,0.4,0,33,4,0,12,Jacob,8477455,De La Rose,Jacob De La Rose,L,MTL,-5,6,0.1818,0,0,20142015,1,1,19.8484,0.1052,38,827.909
1,0.25,0,16,1,0,6,Ryan,8472424,Hamilton,Ryan Hamilton,L,EDM,-8,2,0.125,1,1,20142015,0,0,17.5625,0.0833,12,792.5625
11,0.4873,1,53,5,0,39,Mike,8470617,Richards,Mike Richards,C,LAK,-10,16,0.3018,1,3,20142015,0,0,18.2264,0.0793,63,801.9433
1,0.0,0,1,0,0,0,Michael,8476394,Paliotta,Michael Paliotta,D,CHI,0,1,1.0,0,0,20142015,0,0,19.0,0.0,2,765.0
19,0.2857,1,66,8,0,12,Tomas,8470039,Fleischmann,Tomas Fleischmann,L,"FLA, ANA",12,27,0.409,0,1,20142015,0,0,19.3636,0.061,131,882.1666
23,0.0,2,74,8,1,54,Alexander,8471303,Edler,Alexander Edler,D,VAN,13,31,0.4189,5,14,20142015,0,0,30.527,0.0457,175,1438.7432
25,0.4692,1,79,9,0,27,Daniel,8471476,Winnik,Daniel Winnik,L,"TOR, PIT",23,34,0.4303,0,0,20142015,0,1,21.3164,0.0927,97,998.5063
19,0.4889,3,72,24,0,38,Nick,8475760,Bjugstad,Nick Bjugstad,C,FLA,-7,43,0.5972,7,12,20142015,0,0,20.9444,0.1159,207,994.9305
0,0.0,0,7,0,0,6,Petter,8475774,Granberg,Petter Granberg,D,TOR,1,0,0.0,0,0,20142015,0,0,16.0,0.0,1,686.5714
8,1.0,0,81,2,0,16,Ron,8468493,Hainsey,Ron Hainsey,D,CAR,-14,10,0.1234,0,1,20142015,0,0,27.5061,0.024,83,1265.8024
8,0.6122,2,65,7,0,74,Brad,8474089,Malone,Brad Malone,C,CAR,-8,15,0.2307,0,0,20142015,0,0,14.7076,0.1076,65,609.0307
31,0.4636,1,74,21,0,20,Martin,8466378,St. Louis,Martin St. Louis,R,NYR,12,52,0.7027,5,13,20142015,0,0,22.8513,0.1458,144,1053.7702
26,0.46,2,81,13,0,24,Jakob,8475164,Silfverberg,Jakob Silfverberg,R,ANA,15,39,0.4814,2,4,20142015,1,3,21.1975,0.0687,189,939.6913
13,0.0,1,80,2,0,47,Barret,8467890,Jackman,Barret Jackman,D,STL,3,15,0.1875,0,0,20142015,0,1,23.0,0.0232,86,1008.9625
6,0.0,0,27,2,0,16,Matt,8476807,Tennyson,Matt Tennyson,D,SJS,0,8,0.2962,1,2,20142015,0,1,25.0,0.054,37,1054.037
10,0.5033,0,59,7,0,28,Matt,8470162,Stajan,Matt Stajan,C,CGY,7,17,0.2881,0,0,20142015,0,1,19.0338,0.1521,46,719.8644
16,0.2916,0,82,15,0,21,Nikolay,8473579,Kulemin,Nikolay Kulemin,L,NYI,7,31,0.378,0,0,20142015,3,4,20.6463,0.1304,115,892.2195
29,0.4973,6,82,43,0,49,Steven,8474564,Stamkos,Steven Stamkos,C,TBL,2,72,0.878,13,25,20142015,0,0,22.0243,0.1604,268,1162.0609
0,0.0,0,1,0,0,5,Curtis,8475734,Hamilton,Curtis Hamilton,L,EDM,0,0,0.0,0,0,20142015,0,0,14.0,0.0,0,481.0
0,0.0,0,4,0,0,4,Conor,8477214,Allen,Conor Allen,D,NYR,-1,0,0.0,0,0,20142015,0,0,18.5,0.0,2,732.0
8,0.2,1,72,13,0,14,Tobias,8476356,Rieder,Tobias Rieder,R,ARI,-19,21,0.2916,0,2,20142015,3,3,23.3333,0.0687,189,1013.8055
27,0.0,1,78,7,0,32,Hampus,8476854,Lindholm,Hampus Lindholm,D,ANA,25,34,0.4358,0,6,20142015,0,0,26.3205,0.0654,107,1305.6153
0,0.0,0,2,0,0,0,Brandon,8476214,DeFazio,Brandon DeFazio,L,VAN,0,0,0.0,0,0,20142015,0,0,9.0,0.0,2,356.5
12,0.5657,2,77,7,0,51,Jason,8466251,Chimera,Jason Chimera,L,WSH,-1,19,0.2467,0,0,20142015,0,0,18.0779,0.0729,96,776.1428
1,0.0,0,6,0,0,0,Jordan,8477851,Oesterle,Jordan Oesterle,D,EDM,-4,1,0.1666,0,0,20142015,0,0,17.8333,0.0,7,881.6666
39,0.5714,2,82,22,0,32,Marian,8466148,Hossa,Marian Hossa,R,CHI,17,61,0.7439,6,17,20142015,1,1,24.9512,0.089,247,1113.2682
8,0.0,0,59,1,0,20,Andre,8470378,Benoit,Andre Benoit,D,BUF,-19,9,0.1525,0,1,20142015,1,1,24.6949,0.0222,45,1088.983
10,0.5328,1,81,7,0,32,Marcus,8475323,Kruger,Marcus Kruger,C,CHI,-5,17,0.2098,0,0,20142015,0,0,20.9629,0.0555,126,785.2962
18,0.4947,1,62,8,0,18,Leo,8473463,Komarov,Leo Komarov,C,TOR,0,26,0.4193,0,1,20142015,1,3,20.2096,0.0952,84,881.9838
6,0.4444,0,77,7,0,28,Tuomo,8469462,Ruutu,Tuomo Ruutu,L,NJD,-3,13,0.1688,0,0,20142015,0,0,15.4025,0.0945,74,651.8961
9,0.0,0,76,2,0,53,Deryk,8468674,Engelland,Deryk Engelland,D,CGY,-16,11,0.1447,0,0,20142015,0,1,20.671,0.0392,51,863.0394
25,0.0,2,71,8,0,26,Ryan,8474151,McDonagh,Ryan McDonagh,D,NYR,23,33,0.4647,3,12,20142015,0,3,30.1267,0.054,148,1387.9577
24,0.5606,4,78,14,1,20,Brad,8468504,Boyes,Brad Boyes,R,FLA,11,38,0.4871,5,9,20142015,0,0,19.3974,0.0927,151,939.0256
11,0.5009,1,71,7,0,37,James,8473536,Sheppard,James Sheppard,C,"SJS, NYR",-4,18,0.2535,0,1,20142015,0,0,18.5633,0.0886,79,795.3943
6,0.0,0,64,1,0,68,Mike,8473426,Weber,Mike Weber,D,BUF,-22,7,0.1093,0,0,20142015,0,1,24.3593,0.0243,41,1124.5312
0,0.0,0,2,0,0,0,Shayne,8476906,Gostisbehere,Shayne Gostisbehere,D,PHI,-2,0,0.0,0,0,20142015,0,0,17.0,0.0,2,753.5
46,0.0,2,84,6,0,40,Keith,8471735,Yandle,Keith Yandle,D,"ARI, NYR",-26,52,0.619,2,29,20142015,0,0,26.5476,0.0258,232,1374.7857
43,0.0,3,82,12,0,28,John,8474590,Carlson,John Carlson,D,WSH,11,55,0.6707,3,16,20142015,1,1,28.5731,0.0621,193,1384.3658
0,0.0,0,6,0,0,0,Dany,8468482,Heatley,Dany Heatley,L,ANA,-3,0,0.0,0,0,20142015,0,0,15.3333,0.0,8,727.5
5,0.3333,0,66,1,0,98,Tanner,8470854,Glass,Tanner Glass,L,NYR,-12,6,0.0909,0,0,20142015,0,0,15.909,0.0188,53,614.5757
6,0.0,0,74,2,0,14,Mark,8471816,Fayne,Mark Fayne,D,EDM,-21,8,0.1081,0,0,20142015,0,2,26.5945,0.0256,78,1076.2027
0,0.0,0,12,1,0,0,Brandon,8475869,Davidson,Brandon Davidson,D,EDM,-5,1,0.0833,0,0,20142015,0,0,21.9166,0.1428,7,908.25
0,0.1818,0,38,1,0,2,TJ,8474001,Galiardi,TJ Galiardi,L,WPG,-8,1,0.0263,0,0,20142015,0,0,15.5,0.0285,35,627.6315
21,0.5077,6,78,19,2,26,Cody,8475236,Eakin,Cody Eakin,C,DAL,-1,40,0.5128,2,4,20142015,2,3,24.782,0.1338,142,1031.6025
0,0.0,0,10,0,0,4,Scott,8476449,Harrington,Scott Harrington,D,PIT,-10,0,0.0,0,0,20142015,0,0,22.2,0.0,9,948.0
12,0.0,0,82,3,0,70,Jonathan,8470318,Ericsson,Jonathan Ericsson,D,DET,-5,15,0.1829,0,0,20142015,0,1,29.2195,0.0365,82,1174.8292
0,0.5,0,12,0,0,4,Devin,8471682,Setoguchi,Devin Setoguchi,R,CGY,-7,0,0.0,0,0,20142015,0,0,19.3333,0.0,12,728.9166
19,0.0,0,73,3,0,48,Dmitry,8475179,Kulikov,Dmitry Kulikov,D,FLA,0,22,0.3013,1,6,20142015,0,1,26.0958,0.0361,83,1278.6849
0,0.0,0,1,0,0,0,Tyler,8476452,Wotherspoon,Tyler Wotherspoon,D,CGY,-3,0,0.0,0,0,20142015,0,0,28.0,0.0,1,1219.0
5,0.1111,2,82,7,0,191,Cody,8471657,McLeod,Cody McLeod,L,COL,-2,12,0.1463,0,0,20142015,1,1,16.0365,0.0744,94,671.0243
33,0.4968,2,60,18,0,12,Kyle,8473449,Okposo,Kyle Okposo,R,NYI,-8,51,0.85,6,18,20142015,0,0,22.15,0.0923,195,1173.2666
17,0.5446,3,82,10,0,28,Dominic,8468575,Moore,Dominic Moore,C,NYR,5,27,0.3292,0,1,20142015,2,2,20.5121,0.0862,116,828.5853
0,0.0,0,9,1,0,4,Josh,8476410,Leivo,Josh Leivo,L,TOR,-1,1,0.1111,0,0,20142015,0,0,10.3333,0.1,10,459.2222
0,0.0,0,3,0,0,2,Slater,8476886,Koekkoek,Slater Koekkoek,D,TBL,0,0,0.0,0,0,20142015,0,0,22.6666,0.0,6,995.0
15,0.0,1,78,7,0,42,Jeff,8473507,Petry,Jeff Petry,D,"EDM, MTL",-28,22,0.282,1,4,20142015,0,1,27.5,0.0555,126,1275.0512
17,0.0,0,62,3,0,78,Zach,8474567,Bogosian,Zach Bogosian,D,"WPG, BUF",-6,20,0.3225,0,2,20142015,0,0,28.2903,0.024,125,1419.5967
41,0.0,0,80,12,0,26,Tyson,8475197,Barrie,Tyson Barrie,D,COL,5,53,0.6625,2,16,20142015,0,0,25.425,0.0863,139,1281.925
3,0.0,0,39,1,0,10,Mirco,8477509,Mueller,Mirco Mueller,D,SJS,-8,4,0.1025,0,0,20142015,0,0,24.5384,0.0322,31,1017.6666
0,0.0,0,6,0,0,4,Rasmus,8475294,Rissanen,Rasmus Rissanen,D,CAR,-5,0,0.0,0,0,20142015,0,0,22.5,0.0,3,898.6666
8,0.2,0,58,6,0,8,Jesper,8475855,Fast,Jesper Fast,R,NYR,-1,14,0.2413,0,1,20142015,0,0,17.7586,0.1153,52,708.2586
4,0.0,0,24,0,0,8,Grant,8471482,Clitsome,Grant Clitsome,D,WPG,4,4,0.1666,0,0,20142015,0,0,21.2083,0.0,22,981.875
3,0.6,0,38,4,0,78,Chris,8467493,Neil,Chris Neil,R,OTT,5,7,0.1842,1,1,20142015,0,0,15.0526,0.1739,23,584.1578
0,0.5,0,4,0,0,2,Blair,8471767,Jones,Blair Jones,C,PHI,-4,0,0.0,0,0,20142015,0,0,11.0,0.0,0,415.0
13,1.0,0,48,1,0,18,Sergei,8458951,Gonchar,Sergei Gonchar,D,"DAL, MTL",6,14,0.2916,0,4,20142015,0,0,22.5,0.0217,46,1061.2916
11,0.0,2,47,12,0,33,Erik,8473446,Johnson,Erik Johnson,D,COL,2,23,0.4893,3,6,20142015,0,1,30.9574,0.1043,115,1465.1702
4,1.0,0,41,1,0,16,Martin,8475716,Marincin,Martin Marincin,D,EDM,-4,5,0.1219,0,0,20142015,0,0,26.2195,0.0263,38,1118.8048
12,0.4791,0,63,5,0,8,Brian,8476808,Flynn,Brian Flynn,C,"BUF, MTL",-5,17,0.2698,0,1,20142015,0,2,20.5555,0.0609,82,894.7301
2,0.0,1,25,2,0,12,Steven,8474000,Kampfer,Steven Kampfer,D,FLA,-4,4,0.16,0,1,20142015,0,0,21.76,0.0714,28,1031.8
2,0.0,0,4,0,0,2,David,8476426,Musil,David Musil,D,EDM,-2,2,0.5,0,0,20142015,0,0,27.25,0.0,3,1188.25
22,0.3988,5,77,20,0,22,Colin,8474569,Wilson,Colin Wilson,C,NSH,19,42,0.5454,3,7,20142015,0,0,20.4545,0.1162,172,972.6883
0,0.0,0,1,1,0,0,Miikka,8476447,Salomaki,Miikka Salomaki,R,NSH,1,1,1.0,0,0,20142015,0,0,15.0,0.25,4,649.0
5,1.0,1,16,6,0,4,Pascal,8466393,Dupuis,Pascal Dupuis,R,PIT,2,11,0.6875,2,3,20142015,0,1,23.375,0.1363,44,998.8125
17,0.3333,0,72,14,0,20,Jiri,8473482,Tlusty,Jiri Tlusty,L,"CAR, WPG",-18,31,0.4305,6,10,20142015,0,0,22.5,0.1138,123,961.25
18,0.4375,3,79,7,0,175,Derek,8473432,Dorsett,Derek Dorsett,R,VAN,4,25,0.3164,0,0,20142015,2,2,17.4683,0.0786,89,722.7215
3,0.0,0,44,1,0,12,David,8473673,Schlemko,David Schlemko,D,"ARI, DAL, CGY",1,4,0.0909,0,2,20142015,0,0,21.5454,0.0222,45,919.8636
9,0.0,0,68,5,0,32,Nicklas,8471269,Grossmann,Nicklas Grossmann,D,PHI,8,14,0.2058,0,0,20142015,0,0,25.1617,0.1162,43,1059.3676
0,0.0,0,5,0,0,2,Stefan,8475206,Elliott,Stefan Elliott,D,COL,-2,0,0.0,0,0,20142015,0,0,19.4,0.0,10,836.0
11,0.0,0,72,2,0,24,Jay,8470151,Bouwmeester,Jay Bouwmeester,D,STL,7,13,0.1805,0,4,20142015,0,0,30.5972,0.0217,92,1359.9027
27,0.4375,1,82,20,0,10,Marcus,8475149,Johansson,Marcus Johansson,L,WSH,6,47,0.5731,3,15,20142015,0,0,19.6829,0.1449,138,988.5
7,0.5591,1,68,6,0,17,Boyd,8470159,Gordon,Boyd Gordon,C,EDM,-5,13,0.1911,1,1,20142015,1,2,22.3529,0.0923,65,799.5294
20,0.4477,2,72,12,0,24,Derek,8469485,Roy,Derek Roy,C,"NSH, EDM",-13,32,0.4444,4,7,20142015,0,0,20.4166,0.1061,113,940.3055
34,0.4285,2,82,15,0,24,Mark,8476460,Scheifele,Mark Scheifele,C,WPG,11,49,0.5975,3,13,20142015,0,0,23.3902,0.0882,170,1115.3048
3,1.0,0,58,3,0,79,B.J.,8470647,Crombeen,B.J. Crombeen,R,ARI,-6,6,0.1034,0,0,20142015,0,0,11.7758,0.0697,43,485.6724
5,0.2857,3,51,21,0,18,Jason,8475722,Zucker,Jason Zucker,L,MIN,-9,26,0.5098,1,1,20142015,1,1,20.1176,0.1693,124,903.5686
1,0.0,0,2,0,0,0,Shane,8476386,Prince,Shane Prince,L,OTT,1,1,0.5,0,0,20142015,0,0,14.5,0.0,2,628.5
14,0.3846,1,56,8,0,30,PA,8469707,Parenteau,PA Parenteau,R,MTL,0,22,0.3928,3,4,20142015,0,0,20.3571,0.0824,97,899.2857
4,0.625,3,42,12,0,14,Tanner,8476871,Pearson,Tanner Pearson,L,LAK,14,16,0.3809,1,1,20142015,0,0,17.9285,0.1764,68,797.5238
8,0.4035,1,61,5,0,12,Stephen,8472410,Gionta,Stephen Gionta,R,NJD,4,13,0.2131,0,0,20142015,0,2,19.2131,0.0595,84,791.0983
33,0.5597,5,82,37,0,29,Joe,8470794,Pavelski,Joe Pavelski,C,SJS,12,70,0.8536,19,31,20142015,0,0,26.9146,0.1417,261,1207.5
