Season,Assists,GamesPlayed,GamesStarted,Goals,GoalsAgainst,GoalsAgainstAverage,Losses,OTLosses,PenaltyMinutes,PlayerFirstName,PlayerId,PlayerLastName,PlayerName,PlayerPositionCode,SavePctg,Saves,ShotsAgainst,Shutouts,Ties,TimeOnIce,Wins
20152016,1,64,62,0,157,2.5611,22,8,0,Tuukka,8471695,Rask,Tuukka Rask,G,0.9153,1697,1854,4,0,220683,31
20152016,1,20,13,0,42,2.5572,6,1,0,Calvin,8475717,Pickard,Calvin Pickard,G,0.922,497,539,1,0,59126,7
20152016,0,29,24,0,67,2.5768,8,4,0,Scott,8474152,Darling,Scott Darling,G,0.9145,717,784,1,0,93601,12
20152016,1,42,40,0,85,2.1149,15,4,2,John,8476434,Gibson,John Gibson,G,0.9192,967,1052,4,0,144685,21
20152016,0,33,31,0,88,2.7803,13,4,0,Ondrej,8471715,Pavelec,Ondrej Pavelec,G,0.9041,830,918,1,0,113941,13
20152016,0,73,72,0,170,2.4169,30,6,8,Devan,8471227,Dubnyk,Devan Dubnyk,G,0.9146,1822,1992,5,0,253215,34
20152016,1,21,21,0,48,2.474,9,5,8,Robin,8475215,Lehner,Robin Lehner,G,0.9242,586,634,1,0,69845,5
20152016,1,29,24,0,78,3.1187,13,2,4,Anders,8475195,Nilsson,Anders Nilsson,G,0.9011,711,789,0,0,90035,10
20152016,1,14,12,0,29,2.4142,8,0,2,Reto,8473499,Berra,Reto Berra,G,0.9224,345,374,2,0,43243,5
20152016,0,4,4,0,5,1.2461,1,1,0,Scott,8475809,Wedgewood,Scott Wedgewood,G,0.9568,111,116,1,0,14445,2
20152016,1,35,32,0,71,2.1258,9,4,2,Michal,8473607,Neuvirth,Michal Neuvirth,G,0.9299,942,1013,4,0,120234,20
20152016,0,1,0,0,1,3.249,0,0,0,Roman,8477914,Will,Roman Will,G,0.6666,2,3,0,0,1108,0
20152016,0,52,51,0,122,2.4094,17,10,0,Cam,8470320,Ward,Cam Ward,G,0.9091,1221,1343,1,0,182284,23
20152016,0,24,21,0,61,2.6477,11,4,2,Andrew,8477202,Hammond,Andrew Hammond,G,0.9143,651,712,1,0,82939,7
20152016,1,37,37,0,94,2.6298,18,1,0,Karri,8471403,Ramo,Karri Ramo,G,0.909,940,1034,1,0,128678,17
20152016,1,36,36,0,80,2.2953,13,4,0,Jaroslav,8470860,Halak,Jaroslav Halak,G,0.9186,904,984,3,0,125471,18
20152016,0,5,5,0,18,3.6058,4,1,0,Laurent,8476316,Brossoit,Laurent Brossoit,G,0.8732,124,142,0,0,17971,0
20152016,1,72,71,0,141,2.0302,23,4,4,Ben,8471750,Bishop,Ben Bishop,G,0.9283,1828,1969,8,0,250024,43
20152016,1,60,59,0,136,2.3038,18,7,2,Marc-Andre,8470594,Fleury,Marc-Andre Fleury,G,0.9198,1561,1697,5,0,212512,35
20152016,0,8,6,0,18,2.6766,2,1,0,Jean-Francois,8475234,Berube,Jean-Francois Berube,G,0.915,194,212,0,0,24209,3
20152016,0,21,16,0,43,2.4261,7,5,2,Darcy,8475311,Kuemper,Darcy Kuemper,G,0.9151,464,507,2,0,63804,6
20152016,0,1,0,0,2,6.00,0,0,0,Magnus,8476433,Hellberg,Magnus Hellberg,G,0.6666,4,6,0,0,1200,0
20152016,2,34,31,0,90,2.8123,14,6,0,Eddie,8475663,Lack,Eddie Lack,G,0.901,820,910,2,0,115206,12
20152016,2,53,46,0,131,2.7184,16,9,2,Antti,8474550,Niemi,Antti Niemi,G,0.9023,1211,1342,3,0,173484,26
20152016,0,2,0,0,4,4.7524,1,0,0,Yann,8471186,Danis,Yann Danis,G,0.7777,14,18,0,0,3030,0
20152016,0,4,3,0,9,3.0311,3,0,0,Anton,8476341,Forsberg,Anton Forsberg,G,0.9072,88,97,0,0,10689,1
20152016,1,32,32,0,77,2.6347,13,2,2,Mike,8469608,Smith,Mike Smith,G,0.9163,844,921,3,0,105210,15
20152016,0,1,0,0,1,1.5196,0,0,0,Michael,8468038,Leighton,Michael Leighton,G,0.9411,16,17,0,0,2369,0
20152016,2,45,40,0,102,2.3619,16,4,0,Chad,8473434,Johnson,Chad Johnson,G,0.9196,1168,1270,1,0,155465,22
20152016,0,81,81,0,177,2.2266,29,7,0,Martin,8474889,Jones,Martin Jones,G,0.9182,1989,2166,9,0,286166,47
20152016,0,22,19,0,55,2.7574,9,5,2,Joni,8475299,Ortio,Joni Ortio,G,0.9024,509,564,1,0,71805,7
20152016,0,23,20,0,58,2.8054,9,1,2,Keith,8476234,Kinkaid,Keith Kinkaid,G,0.9041,547,605,2,0,74426,9
20152016,1,39,36,0,101,2.7469,18,5,0,Louis,8475839,Domingue,Louis Domingue,G,0.9115,1041,1142,2,0,132364,15
20152016,0,26,23,0,79,3.5088,11,1,0,Jonas,8473972,Hiller,Jonas Hiller,G,0.8792,575,654,1,0,81052,9
20152016,2,33,30,0,84,2.7281,14,4,4,Jacob,8474593,Markstrom,Jacob Markstrom,G,0.9149,904,988,0,0,110846,13
20152016,0,16,13,0,40,2.8259,8,1,0,Jeff,8473553,Zatkoff,Jeff Zatkoff,G,0.9154,433,473,0,0,50956,5
20152016,4,70,69,0,171,2.5797,24,7,4,Henrik,8468685,Lundqvist,Henrik Lundqvist,G,0.9168,1886,2057,4,0,238631,36
20152016,0,50,45,0,104,2.3168,15,3,0,Jake,8474596,Allen,Jake Allen,G,0.9201,1199,1303,6,0,161599,27
20152016,1,39,35,0,99,2.8407,16,5,2,Jimmy,8470657,Howard,Jimmy Howard,G,0.905,944,1043,2,0,125462,14
20152016,0,59,55,0,117,2.1506,16,8,4,Brian,8470880,Elliott,Brian Elliott,G,0.9283,1516,1633,5,0,195851,32
20152016,2,68,66,0,156,2.3167,23,9,4,Roberto,8466141,Luongo,Roberto Luongo,G,0.923,1872,2028,4,0,242411,37
20152016,0,1,0,0,1,4.6936,0,0,0,Jordan,8476412,Binnington,Jordan Binnington,G,0.75,3,4,0,0,767,0
20152016,1,56,53,0,137,2.5505,27,5,0,Cam,8475660,Talbot,Cam Talbot,G,0.9168,1511,1648,3,0,193369,21
20152016,0,25,22,0,49,2.1757,7,3,2,Al,8471219,Montoya,Al Montoya,G,0.9194,559,608,0,0,81074,12
20152016,2,37,37,0,97,2.75,19,1,2,Sergei,8475683,Bobrovsky,Sergei Bobrovsky,G,0.9075,952,1049,1,0,126981,15
20152016,0,2,1,0,5,6.0362,1,0,2,Niklas,8478999,Treutle,Niklas Treutle,G,0.75,15,20,0,0,2982,0
20152016,3,54,49,0,131,2.7734,13,2,2,Kari,8470140,Lehtonen,Kari Lehtonen,G,0.9049,1247,1378,3,0,170038,31
20152016,1,19,13,0,47,3.1121,7,1,0,Anders,8474765,Lindback,Anders Lindback,G,0.8939,396,443,0,0,54368,5
20152016,0,15,14,0,42,3.0658,8,0,0,Ben,8475681,Scrivens,Ben Scrivens,G,0.906,405,447,0,0,49318,5
20152016,0,57,57,0,148,2.8106,25,3,6,Semyon,8473575,Varlamov,Semyon Varlamov,G,0.9136,1566,1714,2,0,189565,27
20152016,0,55,51,0,141,2.7091,25,6,0,Mike,8477237,Condon,Mike Condon,G,0.9032,1317,1458,1,0,187364,21
20152016,1,65,65,0,150,2.3869,22,6,4,Corey,8470645,Crawford,Corey Crawford,G,0.9219,1773,1923,7,0,226227,38
20152016,0,4,3,0,13,3.3517,2,0,0,Niklas,8473404,Backstrom,Niklas Backstrom,G,0.8807,96,109,0,0,13963,2
20152016,0,1,1,0,4,3.8523,0,0,0,Peter,8469514,Budaj,Peter Budaj,G,0.8571,24,28,0,0,3738,1
20152016,0,58,58,0,122,2.145,25,6,0,Cory,8471239,Schneider,Cory Schneider,G,0.9236,1475,1597,4,0,204746,27
20152016,2,60,60,0,161,2.7781,23,5,0,Craig,8467950,Anderson,Craig Anderson,G,0.9159,1754,1915,4,0,208628,31
20152016,0,28,18,0,47,2.2665,7,2,0,Antti,8477293,Raanta,Antti Raanta,G,0.9172,521,568,1,0,74651,11
20152016,0,41,37,0,89,2.3021,14,7,0,James,8473503,Reimer,James Reimer,G,0.9215,1046,1135,3,0,139172,17
20152016,1,13,9,0,33,2.9371,5,2,0,Alex,8471774,Stalock,Alex Stalock,G,0.8842,252,285,0,0,40448,3
20152016,0,20,20,0,49,2.6002,10,2,0,Linus,8476999,Ullmark,Linus Ullmark,G,0.9132,516,565,0,0,67840,8
20152016,0,26,26,0,55,2.1676,6,2,4,Matt,8476899,Murray,Matt Murray,G,0.9261,690,745,2,0,91342,18
20152016,0,12,12,0,24,2.062,2,0,0,Carey,8471679,Price,Carey Price,G,0.9342,341,365,2,0,41900,10
20152016,0,24,20,0,57,2.7175,9,1,0,Jonas,8475361,Gustavsson,Jonas Gustavsson,G,0.9083,565,622,1,0,75508,11
