Season,Assists,FaceoffWinPctg,GameWinningGoals,GamesPlayed,Goals,OTGoals,PenaltyMinutes,PlayerFirstName,PlayerId,PlayerLastName,PlayerName,PlayerPositionCode,PlusMinus,Points,PPGoals,PPPoints,SHGoals,SHPoints,ShiftsPerGame,ShootingPctg,Shots,TeamAbbrev,TimeOnIcePerGame
20122013,12,0.50,3,57,11,1,13,Colin,8471862,Greening,Colin Greening,C,4,23,2,4,0,0,21.3333,0.1089,101,NULL,896.5614
20122013,3,0.537,0,26,0,0,10,Eric,8465050,Belanger,Eric Belanger,C,-1,3,0,0,0,0,21.423,0.00,31,NULL,847.4615
20122013,2,0.00,0,8,0,0,6,Jesse,8473514,Joensuu,Jesse Joensuu,L,2,2,0,0,0,0,13.75,0.00,16,NULL,595.50
20122013,1,0.4705,0,6,0,0,0,Ben,8476043,Street,Ben Street,C,-1,1,0,0,0,1,19.1666,0.00,13,NULL,816.50
20122013,19,0.4679,1,48,15,0,20,Cody,8474570,Hodgson,Cody Hodgson,C,-4,34,3,5,1,2,22.5416,0.1315,114,NULL,1103.8958
20122013,0,0.00,0,2,1,0,0,Ben,8474727,Smith,Ben Smith,R,0,1,0,0,0,0,18.00,0.50,2,NULL,862.00
20122013,23,0.1875,5,51,15,1,76,Corey,8470621,Perry,Corey Perry,R,10,38,5,11,0,1,23.098,0.0986,152,NULL,1154.6078
20122013,4,0.4882,3,19,6,0,8,Jean-Gabriel,8476419,Pageau,Jean-Gabriel Pageau,C,7,10,1,2,0,0,19.1052,0.1714,35,NULL,733.2105
20122013,0,0.4545,0,34,1,0,67,Patrick,8471388,Kaleta,Patrick Kaleta,R,-4,1,0,0,0,0,15.2352,0.0294,34,NULL,647.5294
20122013,9,0.00,1,58,1,1,42,Brooks,8468498,Orpik,Brooks Orpik,D,19,10,0,0,0,0,26.2413,0.0256,39,NULL,1372.6896
20122013,10,0.00,0,48,3,0,20,Tom,8470104,Gilbert,Tom Gilbert,D,-13,13,1,4,0,0,25.9583,0.0833,36,NULL,1140.1458
20122013,22,0.3809,2,69,11,0,16,Brandon,8476438,Saad,Brandon Saad,L,16,33,0,4,1,2,22.6086,0.0743,148,NULL,986.4057
20122013,2,0.00,0,15,0,0,4,Carlo,8469470,Colaiacovo,Carlo Colaiacovo,D,-1,2,0,2,0,0,24.3333,0.00,16,NULL,1002.4666
20122013,2,0.50,0,9,0,0,6,David,8470189,Van Der Gulik,David Van Der Gulik,L,2,2,0,0,0,0,17.2222,0.00,10,NULL,566.4444
20122013,0,0.00,0,1,0,0,12,Steve,8470896,MacIntyre,Steve MacIntyre,L,0,0,0,0,0,0,7.00,0.00,0,NULL,271.00
20122013,14,0.00,1,71,6,0,26,Johnny,8469665,Oduya,Johnny Oduya,D,24,20,0,1,0,1,28.00,0.0731,82,NULL,1274.4647
20122013,18,0.4623,1,43,5,0,26,Matt,8470162,Stajan,Matt Stajan,C,7,23,0,0,0,0,24.4418,0.1136,44,NULL,1029.7209
20122013,0,0.00,0,6,0,0,25,Alex,8475755,Petrovic,Alex Petrovic,D,-8,0,0,0,0,0,23.50,0.00,5,NULL,1126.8333
20122013,5,0.00,1,43,3,0,80,Jordin,8469547,Tootoo,Jordin Tootoo,R,0,8,0,1,0,0,12.8139,0.0666,45,NULL,541.2325
20122013,3,0.4782,0,38,2,0,31,James,8474674,Wright,James Wright,C,-5,5,0,0,0,0,15.6578,0.0625,32,NULL,695.9473
20122013,25,0.0769,1,48,18,0,38,Pierre-Alexandre,8469707,Parenteau,Pierre-Alexandre Parenteau,R,-11,43,6,13,0,0,23.0416,0.1714,105,NULL,1148.7916
20122013,1,0.00,0,2,0,0,0,Matt,8473944,Anderson,Matt Anderson,R,1,1,0,0,0,0,10.00,0.00,0,NULL,346.50
20122013,1,0.00,0,13,1,0,6,Zach,8474576,Boychuk,Zach Boychuk,L,-1,2,0,0,0,0,16.7692,0.0714,14,NULL,738.6923
20122013,7,0.3333,1,47,5,0,31,Cal,8473504,Clutterbuck,Cal Clutterbuck,R,-5,12,0,0,0,1,21.3829,0.051,98,NULL,837.5957
20122013,20,0.4187,2,53,10,0,20,Alex,8476851,Galchenyuk,Alex Galchenyuk,C,10,30,0,2,0,0,17.5471,0.1063,94,NULL,743.1132
20122013,0,0.6666,0,1,0,0,0,Andy,8476206,Miele,Andy Miele,C,1,0,0,0,0,0,14.00,0.00,0,NULL,542.00
20122013,18,0.3137,1,32,11,0,4,Ray,8458537,Whitney,Ray Whitney,L,1,29,4,12,0,0,21.875,0.1774,62,NULL,1163.75
20122013,5,0.00,0,44,0,0,26,Scott,8466158,Hannan,Scott Hannan,D,-13,5,0,0,0,0,23.7727,0.00,34,NULL,1130.1818
20122013,7,0.00,2,47,3,1,51,Jay,8469531,Harrison,Jay Harrison,D,-10,10,0,1,0,0,26.2127,0.0555,54,NULL,1194.468
20122013,6,0.45,0,27,1,0,10,Brad,8470755,Richardson,Brad Richardson,R,-1,7,0,1,0,0,16.00,0.027,37,NULL,650.7037
20122013,6,0.00,1,66,7,0,22,Johnny,8470187,Boychuk,Johnny Boychuk,D,9,13,0,0,0,0,27.8939,0.0507,138,NULL,1294.8636
20122013,0,0.00,0,2,0,0,2,Jared,8474615,Staal,Jared Staal,R,-2,0,0,0,0,0,18.50,0.00,3,NULL,803.00
20122013,9,0.00,0,48,3,0,29,Jeff,8473507,Petry,Jeff Petry,D,1,12,0,0,1,1,27.2083,0.0454,66,NULL,1314.5416
20122013,24,0.00,0,47,3,0,18,Alex,8471274,Goligoski,Alex Goligoski,D,4,27,0,11,0,1,27.0851,0.0375,80,NULL,1343.1276
20122013,12,0.4678,2,39,11,0,24,Martin,8471691,Hanzal,Martin Hanzal,C,2,23,4,7,0,1,23.3846,0.1182,93,NULL,1112.4358
20122013,7,0.00,1,46,1,0,27,Luca,8474579,Sbisa,Luca Sbisa,D,-2,8,0,3,0,0,24.2608,0.0238,42,NULL,1200.4565
20122013,8,0.6666,1,47,3,0,8,Patrick,8470622,Eaves,Patrick Eaves,R,-2,11,0,2,0,0,15.4042,0.0517,58,NULL,625.2765
20122013,3,0.00,0,14,0,0,14,Matt,8470121,Greene,Matt Greene,D,2,3,0,0,0,0,24.7142,0.00,7,NULL,924.5714
20122013,14,0.00,2,64,4,0,14,Dennis,8469619,Seidenberg,Dennis Seidenberg,D,19,18,0,2,0,0,28.4687,0.0353,113,NULL,1464.6562
20122013,7,0.4761,0,45,7,0,14,Olli,8466140,Jokinen,Olli Jokinen,C,-19,14,0,1,0,0,20.7777,0.0823,85,NULL,1027.6222
20122013,13,0.00,0,28,1,0,6,Raphael,8476244,Diaz,Raphael Diaz,D,0,14,0,8,0,0,27.1785,0.0227,44,NULL,1252.8214
20122013,0,0.00,0,3,0,0,0,Greg,8474688,Pateryn,Greg Pateryn,D,0,0,0,0,0,0,13.3333,0.00,0,NULL,576.00
20122013,3,0.5543,0,45,3,0,12,Jerred,8468162,Smithson,Jerred Smithson,C,-4,6,0,0,0,0,17.1777,0.1034,29,NULL,639.6444
20122013,43,0.4285,2,48,17,0,14,Martin,8466378,St. Louis,Martin St. Louis,R,0,60,3,20,0,0,23.9375,0.1517,112,NULL,1319.00
20122013,0,0.00,0,15,0,0,6,Matt,8475118,Gilroy,Matt Gilroy,D,-3,0,0,0,0,0,11.0666,0.00,14,NULL,573.40
20122013,9,0.4827,0,46,5,0,50,Kyle,8471231,Chipchura,Kyle Chipchura,C,1,14,0,0,0,0,13.413,0.1351,37,NULL,581.7173
20122013,8,0.00,2,48,9,2,16,Eric,8470611,Fehr,Eric Fehr,C,12,17,2,3,1,1,17.5833,0.1058,85,NULL,824.1458
20122013,1,0.3333,0,1,0,0,0,Colton,8474098,Sceviour,Colton Sceviour,C,-1,1,0,0,0,0,7.00,0.00,0,NULL,291.00
20122013,3,0.00,0,8,1,0,12,Zach,8474743,Redmond,Zach Redmond,D,0,4,0,1,1,1,23.50,0.0769,13,NULL,1174.75
20122013,11,0.50,1,38,9,0,16,Ales,8469466,Hemsky,Ales Hemsky,R,-6,20,5,9,0,0,21.50,0.1097,82,NULL,942.2105
20122013,0,0.40,0,6,0,0,0,Andrew,8471409,Gordon,Andrew Gordon,R,-1,0,0,0,0,0,12.8333,0.00,2,NULL,505.3333
20122013,0,0.00,0,27,1,0,21,Sheldon,8469992,Brookbank,Sheldon Brookbank,D,-4,1,0,0,1,1,17.00,0.04,25,NULL,751.8518
20122013,0,0.00,0,4,0,0,0,David,8475233,Savard,David Savard,D,-3,0,0,0,0,0,17.00,0.00,1,NULL,792.00
20122013,1,0.4615,0,6,0,0,2,Brandon,8474646,McMillan,Brandon McMillan,L,-1,1,0,0,0,0,13.8333,0.00,2,NULL,524.50
20122013,5,0.4843,3,49,4,0,35,Leo,8473463,Komarov,Leo Komarov,C,-1,9,0,0,0,0,19.204,0.0714,56,NULL,795.6734
20122013,0,0.4015,0,11,1,0,2,Nick,8475760,Bjugstad,Nick Bjugstad,C,-8,1,0,0,0,0,20.1818,0.0588,17,NULL,912.6363
20122013,2,0.00,0,34,0,0,14,Zbynek,8469760,Michalek,Zbynek Michalek,D,4,2,0,0,0,0,26.7352,0.00,42,NULL,1278.3529
20122013,7,0.25,0,25,2,0,8,Aaron,8474030,Palushaj,Aaron Palushaj,R,-2,9,0,0,0,0,16.64,0.0689,29,NULL,678.92
20122013,5,0.00,0,30,1,0,12,David,8473673,Schlemko,David Schlemko,D,8,6,0,0,0,0,21.8333,0.0285,35,NULL,1033.0333
20122013,0,0.00,0,22,0,0,16,Brian,8471683,Lee,Brian Lee,D,-13,0,0,0,0,0,19.7272,0.00,13,NULL,835.2727
20122013,9,0.00,0,35,1,0,37,Steve,8476162,Oleksy,Steve Oleksy,D,8,10,0,0,0,0,19.60,0.0312,32,NULL,1010.7428
20122013,17,0.5136,3,51,13,0,10,Tyler,8475098,Bozak,Tyler Bozak,C,-1,30,4,10,2,2,27.8627,0.1756,74,NULL,1226.9607
20122013,6,0.30,1,49,10,0,58,Matt,8473492,Beleskey,Matt Beleskey,L,3,16,3,4,0,0,15.8775,0.1351,74,NULL,712.4693
20122013,2,0.5217,0,8,0,0,6,Carl,8471262,Soderberg,Carl Soderberg,C,-2,2,0,0,0,0,16.375,0.00,9,NULL,846.375
20122013,7,0.5333,1,51,7,0,6,Jaden,8475768,Schwartz,Jaden Schwartz,L,-3,14,0,0,0,0,19.6862,0.1111,63,NULL,773.745
20122013,0,0.00,0,2,0,0,0,Derek,8471810,Joslin,Derek Joslin,D,-2,0,0,0,0,0,25.00,0.00,2,NULL,1019.50
20122013,8,0.4347,3,51,17,0,12,Michael,8473546,Grabner,Michael Grabner,R,6,25,2,3,1,1,20.2745,0.1404,121,NULL,871.4313
20122013,6,0.4361,2,31,3,0,4,Jordan,8475147,Schroeder,Jordan Schroeder,C,0,9,1,1,0,0,18.8709,0.1071,28,NULL,822.7741
20122013,1,0.5321,0,15,0,0,10,Blair,8471767,Jones,Blair Jones,C,-6,1,0,0,0,0,14.6666,0.00,22,NULL,644.5333
20122013,11,0.4394,0,46,4,0,10,Sean,8476461,Couturier,Sean Couturier,C,-8,15,0,4,0,0,20.3695,0.0533,75,NULL,953.3478
20122013,7,0.00,0,22,4,0,2,Tyler,8475726,Toffoli,Tyler Toffoli,C,8,11,2,4,0,0,17.0454,0.1025,39,NULL,679.2727
20122013,2,0.00,0,28,0,0,16,Cory,8464981,Sarich,Cory Sarich,D,-8,2,0,0,0,0,20.3928,0.00,14,NULL,891.6785
20122013,14,0.5218,1,46,7,0,20,Mathieu,8473618,Perreault,Mathieu Perreault,C,10,21,2,3,0,0,15.6304,0.1228,57,NULL,717.9347
20122013,11,0.4772,0,42,13,0,26,Jeff,8475784,Skinner,Jeff Skinner,L,-21,24,5,9,0,0,23.00,0.0817,159,NULL,1107.8095
20122013,30,1.00,0,53,17,0,14,Matt,8470852,Moulson,Matt Moulson,L,-7,47,9,16,0,0,21.415,0.1005,169,NULL,1137.3018
20122013,11,0.4347,3,40,15,0,18,Curtis,8471185,Glencross,Curtis Glencross,L,-8,26,3,6,1,1,24.575,0.163,92,NULL,1094.125
20122013,0,0.4583,0,4,0,0,0,Ryan,8475727,Spooner,Ryan Spooner,C,0,0,0,0,0,0,11.75,0.00,4,NULL,547.25
20122013,12,0.4404,0,46,6,0,21,Drew,8471226,Stafford,Drew Stafford,R,-16,18,0,3,0,0,21.0869,0.0495,121,NULL,1021.1304
20122013,0,0.00,0,1,0,0,0,Francis,8470777,Wathier,Francis Wathier,L,0,0,0,0,0,0,11.00,0.00,0,NULL,340.00
20122013,20,0.5021,3,58,18,2,37,Kyle,8474068,Turris,Kyle Turris,C,8,38,4,10,1,1,25.1896,0.1224,147,NULL,1181.6896
20122013,3,0.595,0,14,3,0,4,Tyler,8474870,Johnson,Tyler Johnson,C,3,6,0,0,0,0,18.9285,0.2727,11,NULL,784.4285
20122013,1,0.00,0,5,0,0,0,Filip,8476887,Forsberg,Filip Forsberg,L,-5,1,0,0,0,0,20.60,0.00,14,NULL,928.60
20122013,13,0.00,0,41,3,0,22,Lubomir,8468598,Visnovsky,Lubomir Visnovsky,D,14,16,1,8,0,0,26.1463,0.0375,80,NULL,1368.6585
20122013,8,0.00,0,53,1,0,38,Francis,8465914,Bouillon,Francis Bouillon,D,1,9,0,0,0,0,22.9433,0.0196,51,NULL,1073.0377
20122013,14,0.00,0,66,1,0,4,Rob,8467452,Scuderi,Rob Scuderi,D,3,15,0,0,0,1,30.2575,0.0222,45,NULL,1332.2575
20122013,10,0.497,1,47,10,0,18,John,8470750,Mitchell,John Mitchell,C,5,20,1,3,0,0,22.0638,0.1388,72,NULL,1004.9787
20122013,30,0.00,3,55,3,1,40,Sergei,8458951,Gonchar,Sergei Gonchar,D,1,33,2,15,0,1,28.6545,0.0297,101,NULL,1438.7454
20122013,0,0.25,0,18,0,0,2,Quinton,8475769,Howden,Quinton Howden,C,-11,0,0,0,0,0,14.3888,0.00,22,NULL,627.3333
20122013,0,1.00,0,9,0,0,20,Nicolas,8471853,Blanchard,Nicolas Blanchard,L,-2,0,0,0,0,0,13.8888,0.00,6,NULL,520.5555
20122013,3,0.00,1,41,1,1,10,Thomas,8474066,Hickey,Thomas Hickey,D,7,4,0,0,0,0,21.6341,0.0243,41,NULL,1015.7317
20122013,4,0.5234,0,60,12,0,67,Justin,8471716,Abdelkader,Justin Abdelkader,L,10,16,0,0,1,1,20.3833,0.093,129,NULL,914.3833
20122013,12,0.60,0,68,8,0,28,Rich,8471514,Peverley,Rich Peverley,C,-17,20,3,7,0,2,21.147,0.0615,130,NULL,905.1911
20122013,9,0.4423,0,43,8,0,18,Peter,8473526,Mueller,Peter Mueller,C,-11,17,2,4,0,0,21.0697,0.061,131,NULL,975.7209
20122013,4,0.00,0,38,0,0,40,Tyson,8470729,Strachan,Tyson Strachan,D,-13,4,0,0,0,0,23.7368,0.00,42,NULL,1137.5526
20122013,15,0.3333,5,47,12,2,14,Marian,8468483,Gaborik,Marian Gaborik,R,-3,27,1,9,0,0,22.3829,0.0794,151,NULL,1111.1702
20122013,26,0.00,1,49,8,0,20,Paul,8468542,Martin,Paul Martin,D,19,34,3,13,0,0,28.0612,0.1311,61,NULL,1543.653
20122013,6,0.4651,1,42,6,0,20,Blake,8471260,Comeau,Blake Comeau,L,-4,12,0,0,1,1,17.4761,0.125,48,NULL,729.5476
20122013,14,0.2727,1,51,5,0,26,Dustin,8471208,Penner,Dustin Penner,R,2,19,0,3,0,0,19.098,0.052,96,NULL,800.745
20122013,4,0.4626,2,47,9,0,18,Nick,8474096,Spaling,Nick Spaling,C,-10,13,1,2,0,1,23.1702,0.1578,57,NULL,951.617
20122013,11,1.00,0,38,5,0,8,Simon,8467346,Gagne,Simon Gagne,L,-1,16,2,4,0,1,18.6052,0.0657,76,NULL,848.2631
20122013,26,0.00,2,62,5,0,48,Niklas,8468509,Kronwall,Niklas Kronwall,D,-6,31,2,16,0,0,30.50,0.0625,80,NULL,1475.0161
20122013,34,0.5471,4,45,16,0,33,Taylor,8475791,Hall,Taylor Hall,L,5,50,4,14,0,0,22.60,0.1038,154,NULL,1117.2222
20122013,0,0.00,0,2,0,0,0,Michael,8473416,Caruso,Michael Caruso,D,-1,0,0,0,0,0,12.00,0.00,0,NULL,475.00
20122013,7,0.5384,0,35,3,0,81,Derek,8473432,Dorsett,Derek Dorsett,R,-16,10,0,0,0,0,19.8285,0.0588,51,NULL,860.8571
20122013,21,0.501,1,48,10,0,32,Jordan,8473533,Staal,Jordan Staal,C,-18,31,1,7,0,1,26.1458,0.0877,114,NULL,1206.3125
20122013,0,0.00,0,2,0,0,0,Mark,8474717,Barberio,Mark Barberio,D,-2,0,0,0,0,0,23.00,0.00,1,NULL,929.50
20122013,31,0.375,3,51,12,0,32,Daniel,8467875,Sedin,Daniel Sedin,L,10,43,3,14,0,0,24.8235,0.0805,149,NULL,1149.2156
20122013,1,0.00,0,10,0,0,0,Brett,8471321,Carson,Brett Carson,D,-1,1,0,0,0,0,15.60,0.00,8,NULL,655.70
20122013,29,0.00,0,47,13,0,88,P.K.,8474056,Subban,P.K. Subban,D,11,42,8,27,0,0,26.4042,0.0884,147,NULL,1399.0425
20122013,5,0.2222,0,27,2,0,17,Ryan,8471323,Jones,Ryan Jones,L,0,7,0,0,0,0,18.3333,0.0526,38,NULL,778.6296
20122013,14,0.36,0,58,5,0,36,Erik,8473588,Condra,Erik Condra,R,2,19,1,2,0,1,18.9137,0.0574,87,NULL,794.8965
20122013,0,0.3333,0,10,1,0,2,Greg,8473867,Rallo,Greg Rallo,C,-5,1,1,1,0,0,13.00,0.10,10,NULL,573.20
20122013,19,0.2962,3,54,18,1,40,Chris,8473485,Stewart,Chris Stewart,R,0,37,6,12,0,0,23.0555,0.1578,114,NULL,953.8888
20122013,4,0.00,0,37,3,0,38,John,8467365,Erskine,John Erskine,D,6,7,0,0,0,0,22.3243,0.0789,38,NULL,1118.9729
20122013,19,0.4669,4,46,11,2,20,Alexander,8470257,Steen,Alexander Steen,L,7,30,4,10,1,1,28.7391,0.0753,146,NULL,1154.7391
20122013,15,0.54,0,48,2,0,28,Scott,8467351,Gomez,Scott Gomez,C,-10,17,0,8,0,0,19.9791,0.0285,70,NULL,828.7291
20122013,13,0.00,3,55,5,0,38,Jakub,8471693,Kindl,Jakub Kindl,D,19,18,2,5,0,0,24.0727,0.05,100,NULL,1100.7454
20122013,4,0.00,0,36,0,0,16,Adrian,8459053,Aucoin,Adrian Aucoin,D,-8,4,0,0,0,0,20.2222,0.00,26,NULL,980.00
20122013,5,0.4791,0,35,5,0,23,Max,8470171,Talbot,Max Talbot,C,2,10,0,0,1,1,19.40,0.1219,41,NULL,925.9142
20122013,2,0.00,0,36,0,0,29,Keith,8470054,Ballard,Keith Ballard,D,-2,2,0,0,0,0,21.4166,0.00,35,NULL,928.1944
20122013,5,0.375,0,36,6,0,12,Lauri,8471232,Korpikoski,Lauri Korpikoski,L,-3,11,1,2,0,0,23.4166,0.0722,83,NULL,1027.3888
20122013,4,0.3883,0,28,8,0,4,Andrei,8474681,Loktionov,Andrei Loktionov,C,-2,12,1,3,0,0,18.8928,0.1702,47,NULL,855.2857
20122013,12,0.00,0,47,2,0,8,TJ,8474673,Brodie,TJ Brodie,D,-9,14,0,6,0,0,25.9574,0.0454,44,NULL,1213.00
20122013,6,0.00,0,25,1,0,8,Tomas,8474649,Kundratek,Tomas Kundratek,D,-5,7,0,3,0,0,20.00,0.0434,23,NULL,968.72
20122013,0,1.00,0,5,0,0,2,Mark,8475913,Stone,Mark Stone,R,-1,0,0,0,0,0,16.20,0.00,5,NULL,616.80
20122013,5,0.40,1,26,6,0,0,Brian,8476808,Flynn,Brian Flynn,C,6,11,0,0,1,1,18.423,0.1224,49,NULL,880.8076
20122013,5,1.00,0,29,2,0,14,Davis,8474518,Drewiske,Davis Drewiske,D,3,7,1,1,0,0,22.0689,0.0714,28,NULL,911.862
20122013,41,0.5815,1,59,9,0,28,Joe,8466138,Thornton,Joe Thornton,C,11,50,3,27,0,0,25.6271,0.0818,110,NULL,1123.983
20122013,28,0.00,0,52,7,0,8,Cody,8471742,Franson,Cody Franson,D,4,35,4,16,0,0,26.8846,0.0823,85,NULL,1159.9038
20122013,0,0.00,0,4,0,0,6,Theo,8473525,Peckham,Theo Peckham,D,-1,0,0,0,0,0,25.25,0.00,2,NULL,1058.25
20122013,3,0.00,0,23,2,0,6,Peter,8472394,Harrold,Peter Harrold,D,-8,5,1,3,0,0,23.913,0.0555,36,NULL,1057.913
20122013,12,0.4444,0,33,7,0,19,Milan,8470599,Michalek,Milan Michalek,L,11,19,0,3,1,3,24.2727,0.0804,87,NULL,1085.2121
20122013,0,0.4838,0,5,0,0,4,Scott,8475304,Timmins,Scott Timmins,C,-2,0,0,0,0,0,14.80,0.00,6,NULL,635.00
20122013,0,0.00,0,17,0,0,4,Nate,8475613,Prosser,Nate Prosser,D,4,0,0,0,0,0,16.3529,0.00,5,NULL,675.0588
20122013,7,0.3333,2,42,9,0,14,Magnus,8475175,Paajarvi,Magnus Paajarvi,L,-1,16,2,2,1,1,18.8095,0.12,75,NULL,847.8095
20122013,8,0.00,0,27,1,0,8,Mike,8468478,Weaver,Mike Weaver,D,-3,9,0,0,0,0,25.5555,0.0476,21,NULL,1208.2962
20122013,11,0.50,2,47,11,0,26,Jamie,8473465,McGinn,Jamie McGinn,L,-13,22,3,7,0,0,22.7234,0.0859,128,NULL,1037.0851
20122013,7,0.00,0,49,6,0,14,Matt,8475625,Irwin,Matt Irwin,D,-5,13,4,6,0,0,24.00,0.0618,97,NULL,1128.3877
20122013,11,0.4353,3,66,6,0,21,Trevor,8473453,Lewis,Trevor Lewis,C,2,17,1,1,1,2,21.8636,0.0512,117,NULL,932.0303
20122013,14,0.00,1,58,4,1,18,Dan,8471958,Girardi,Dan Girardi,D,1,18,2,4,0,0,29.00,0.0408,98,NULL,1531.9137
20122013,0,0.00,1,21,3,0,49,Brian,8467977,McGrattan,Brian McGrattan,R,-4,3,0,0,0,0,10.5238,0.1666,18,NULL,426.238
20122013,12,0.00,1,48,4,0,20,Andy,8472382,Greene,Andy Greene,D,12,16,2,6,1,1,29.3958,0.0634,63,NULL,1382.4583
20122013,2,0.483,0,22,1,0,2,Jacob,8475185,Josefson,Jacob Josefson,C,-10,3,0,0,0,0,19.6818,0.05,20,NULL,778.909
20122013,0,0.00,0,5,0,0,0,Jonathan,8473616,Rheault,Jonathan Rheault,R,0,0,0,0,0,0,14.60,0.00,5,NULL,634.20
20122013,2,0.40,0,37,3,0,17,Drayson,8474137,Bowman,Drayson Bowman,L,-7,5,0,0,0,0,17.4054,0.0441,68,NULL,702.2702
20122013,0,0.00,0,2,0,0,0,Carter,8474844,Bancks,Carter Bancks,L,0,0,0,0,0,0,20.00,0.00,0,NULL,881.00
20122013,8,0.395,0,44,4,0,20,Craig,8475225,Smith,Craig Smith,R,-11,12,2,7,0,0,18.3409,0.0481,83,NULL,831.409
20122013,4,0.00,0,32,2,0,15,Ryan,8475176,Ellis,Ryan Ellis,D,-2,6,2,2,0,0,20.4375,0.0416,48,NULL,982.75
20122013,3,0.00,0,51,1,0,173,Colton,8468778,Orr,Colton Orr,R,3,4,0,0,0,0,9.7647,0.0588,17,NULL,384.4313
20122013,2,0.00,0,4,1,0,2,Mark,8474837,Cundari,Mark Cundari,D,-2,3,1,2,0,0,23.50,0.125,8,NULL,1186.25
20122013,7,0.00,0,24,0,0,6,Victor,8473658,Bartley,Victor Bartley,D,2,7,0,0,0,0,24.00,0.00,19,NULL,1172.5416
20122013,4,0.4117,0,48,8,0,83,Cody,8471657,McLeod,Cody McLeod,L,4,12,0,1,0,0,18.2291,0.1012,79,NULL,785.3125
20122013,5,0.3809,0,34,3,0,26,Brandon,8471450,Yip,Brandon Yip,R,-3,8,0,0,0,0,16.9705,0.0857,35,NULL,722.4117
20122013,11,0.4306,0,47,2,0,40,Ryan,8460496,Smyth,Ryan Smyth,L,-5,13,0,1,1,1,22.0425,0.0289,69,NULL,922.234
20122013,1,0.00,0,6,0,0,0,Ed,8460492,Jovanovski,Ed Jovanovski,D,-4,1,0,0,0,0,22.50,0.00,6,NULL,939.8333
20122013,1,0.00,0,28,0,0,34,Andrew,8469626,Alberts,Andrew Alberts,D,-9,1,0,0,0,0,20.6071,0.00,16,NULL,892.75
20122013,20,0.5901,3,51,16,0,22,Patrick,8469544,Sharp,Patrick Sharp,L,9,36,3,11,0,0,23.0588,0.0893,179,NULL,1114.2156
20122013,12,0.5838,3,51,13,0,28,Jussi,8469638,Jokinen,Jussi Jokinen,L,-2,25,3,8,0,0,21.3921,0.1585,82,NULL,884.3137
20122013,6,0.00,0,38,3,0,17,Nikita,8471348,Nikitin,Nikita Nikitin,D,2,9,1,2,0,0,24.6842,0.05,60,NULL,1271.8421
20122013,13,0.3157,0,41,11,0,28,Brent,8470613,Burns,Brent Burns,D,-1,24,2,3,0,0,22.6829,0.0982,112,NULL,1001.8292
20122013,8,0.00,0,47,3,0,34,Luke,8474568,Schenn,Luke Schenn,D,3,11,0,0,0,0,28.2553,0.037,81,NULL,1311.7659
20122013,1,0.00,0,7,0,0,0,Anton,8470265,Babchuk,Anton Babchuk,D,-1,1,0,0,0,0,15.7142,0.00,5,NULL,711.00
20122013,9,0.24,5,48,15,0,78,David,8470920,Clarkson,David Clarkson,R,-6,24,6,8,0,0,22.5833,0.0833,180,NULL,1055.5625
20122013,18,0.4444,2,48,12,0,32,Vinny,8459492,Prospal,Vinny Prospal,L,3,30,4,7,0,0,20.3541,0.1411,85,NULL,991.5833
20122013,11,0.25,3,32,4,0,6,Beau,8475761,Bennett,Beau Bennett,R,9,15,2,6,0,0,15.75,0.0975,41,NULL,724.4375
20122013,3,0.00,0,30,1,0,21,Nicklas,8471269,Grossmann,Nicklas Grossmann,D,-1,4,0,0,0,0,26.2333,0.0476,21,NULL,1099.9666
20122013,3,0.50,0,31,1,0,11,Kaspars,8473484,Daugavins,Kaspars Daugavins,L,-9,4,0,1,0,0,16.0322,0.0222,45,NULL,634.9677
20122013,11,0.55,1,44,8,1,19,Raffi,8468485,Torres,Raffi Torres,L,-1,19,1,1,0,0,19.3636,0.1111,72,NULL,826.3636
20122013,12,0.5173,0,58,5,0,87,Zack,8474250,Smith,Zack Smith,C,-11,17,0,2,0,0,21.0517,0.0485,103,NULL,889.5862
20122013,12,0.00,0,44,4,0,18,Grant,8471482,Clitsome,Grant Clitsome,D,10,16,2,3,0,0,22.5681,0.0714,56,NULL,1130.1363
20122013,2,0.6229,0,13,1,0,25,Gabriel,8475254,Dumont,Gabriel Dumont,C,1,3,0,0,0,0,14.3846,0.0434,23,NULL,534.5384
20122013,10,0.00,0,37,2,0,4,Andrej,8471284,Sekera,Andrej Sekera,D,-2,12,0,0,0,1,25.8648,0.0606,33,NULL,1272.4864
20122013,0,0.5483,0,5,0,0,0,Derek,8474683,Grant,Derek Grant,C,-1,0,0,0,0,0,12.80,0.00,5,NULL,519.80
20122013,10,0.50,1,42,7,0,24,Steve,8460719,Sullivan,Steve Sullivan,L,-12,17,4,8,0,0,19.6904,0.1147,61,NULL,873.238
20122013,0,0.6666,0,2,0,0,0,Jake,8471352,Dowell,Jake Dowell,C,0,0,0,0,0,0,13.00,0.00,3,NULL,512.50
20122013,3,0.5061,0,9,1,0,6,Brooks,8469639,Laich,Brooks Laich,C,2,4,0,1,0,0,22.3333,0.10,10,NULL,992.2222
20122013,42,0.1875,5,70,32,1,16,Patrick,8474141,Kane,Patrick Kane,R,18,74,8,18,0,0,24.1714,0.1415,226,NULL,1220.5857
20122013,12,0.3809,1,25,7,1,4,Colin,8474569,Wilson,Colin Wilson,L,1,19,2,6,0,0,21.60,0.2692,26,NULL,994.00
